step,phase,cuda_sec,sync_start_sec,sync_stop_sec,sync_total_sec,nvml_mem_sec,nvml_util_sec,psutil_sec
0,forward,0.1964865680783987,9.262003004550934e-05,4.534982144832611e-05,0.00013796985149383545,0.00011231191456317902,0.0,0.0
0,backward,0.2301795370876789,1.0540708899497986e-05,0.000902445986866951,0.000912986695766449,9.546242654323578e-05,0.0,0.0
0,optimizer,0.010977717116475105,9.03010368347168e-06,0.001191878691315651,0.0012009087949991226,4.797056317329407e-05,0.0007937848567962646,0.0005662925541400909
1,forward,0.012443212792277336,4.754215478897095e-05,0.07182447984814644,0.07187202200293541,0.00010041147470474243,0.0,0.0
1,backward,0.013362552970647812,2.850964665412903e-05,0.1675433162599802,0.16757182590663433,0.00010072067379951477,0.0,0.0
1,optimizer,0.0012965966016054153,3.2551586627960205e-05,0.0012464001774787903,0.0012789517641067505,2.598017454147339e-05,0.000518500804901123,0.0005017481744289398
2,forward,0.01209772564470768,3.590993583202362e-05,0.07199722155928612,0.07203313149511814,9.768269956111908e-05,0.0,0.0
2,backward,0.013391900807619095,2.830103039741516e-05,0.16747461259365082,0.16750291362404823,9.49706882238388e-05,0.0,0.0
2,optimizer,0.0014657843858003616,5.608983337879181e-05,0.0011994391679763794,0.0012555290013551712,2.533942461013794e-05,0.0005224179476499557,0.0004785880446434021
3,forward,0.012263547629117966,3.598257899284363e-05,0.07194895297288895,0.07198493555188179,9.620934724807739e-05,0.0,0.0
3,backward,0.013018419966101646,2.9120594263076782e-05,0.16763265803456306,0.16766177862882614,9.813159704208374e-05,0.0,0.0
3,optimizer,0.0013046134263277054,2.945028245449066e-05,0.0012448001652956009,0.0012742504477500916,2.5950372219085693e-05,0.0005132481455802917,0.00047869980335235596
4,forward,0.012968063354492188,3.7670135498046875e-05,0.07137645035982132,0.07141412049531937,0.00011800229549407959,0.0,0.0
4,backward,0.013033879920840263,3.3000484108924866e-05,0.16768090799450874,0.16771390847861767,9.809248149394989e-05,0.0,0.0
4,optimizer,0.00138946995139122,3.2452866435050964e-05,0.00124463252723217,0.001277085393667221,2.9571354389190674e-05,0.0008136928081512451,0.000527597963809967
5,forward,0.012207785621285439,3.4751370549201965e-05,0.07187495008111,0.0719097014516592,0.00022064335644245148,0.0,0.0
5,backward,0.012986689805984497,4.8222020268440247e-05,0.1676922980695963,0.16774052008986473,0.00012172199785709381,0.0,0.0
5,optimizer,0.0014252830296754837,7.857009768486023e-05,0.0012337304651737213,0.0013123005628585815,2.4139881134033203e-05,0.0005269497632980347,0.0005037188529968262
6,forward,0.012328699231147766,3.650970757007599e-05,0.07184046879410744,0.07187697850167751,9.879283607006073e-05,0.0,0.0
6,backward,0.018025536090135574,2.8030946850776672e-05,0.16277839429676533,0.1628064252436161,9.804219007492065e-05,0.0,0.0
