step,wall_timestamp,phase,duration_sec,gpu_mem_mb,nvml_mem_query_sec,nvml_util_query_sec,psutil_query_sec,gpu_util_pct,cpu_util_pct,ram_mb
0,1775661706.934091,forward,0.19691179133951664,12333.25,0.0001171007752418518,0.0,0.0,,,
0,1775661707.165997,backward,0.23169264011085033,13317.25,0.00010873191058635712,0.0,0.0,,,
0,1775661707.1796057,optimizer,0.012161826714873314,13317.25,4.944019019603729e-05,0.0007883142679929733,0.0005639400333166122,65.0,0.5,20419.19140625
1,1775661707.4658196,forward,0.08432811498641968,13317.25,9.598396718502045e-05,0.0,0.0,,,
1,1775661707.6468067,backward,0.1808148343116045,13317.25,9.63304191827774e-05,0.0,0.0,,,
1,1775661707.6504385,optimizer,0.0025304611772298813,13317.25,2.357177436351776e-05,0.0005161073058843613,0.0004845578223466873,65.0,0.9,20557.484375
2,1775661707.87353,forward,0.08413093350827694,13317.25,9.550154209136963e-05,0.0,0.0,,,
2,1775661708.0544786,backward,0.18078049272298813,13317.25,9.578466415405273e-05,0.0,0.0,,,
2,1775661708.0584495,optimizer,0.002739744260907173,13317.25,2.4879351258277893e-05,0.0006248913705348969,0.00047380104660987854,61.0,0.9,20580.4921875
3,1775661708.2931178,forward,0.08421479910612106,13317.25,9.300000965595245e-05,0.0,0.0,,,
3,1775661708.4739654,backward,0.18067676201462746,13317.25,9.655021131038666e-05,0.0,0.0,,,
3,1775661708.4779167,optimizer,0.002549782395362854,13317.25,2.4879351258277893e-05,0.0008038822561502457,0.0005005188286304474,51.0,0.9,20581.3515625
4,1775661708.6992671,forward,0.08422424457967281,13317.25,0.00011787191033363342,0.0,0.0,,,
4,1775661708.8801453,backward,0.18069429323077202,13317.25,9.707920253276825e-05,0.0,0.0,,,
4,1775661708.8839095,optimizer,0.002618633210659027,13317.25,2.6732683181762695e-05,0.0005206875503063202,0.0005242675542831421,48.0,0.8,20581.2265625
5,1775661709.112573,forward,0.08413251116871834,13317.25,9.035319089889526e-05,0.0,0.0,,,
5,1775661709.293521,backward,0.1807586643844843,13317.25,0.00011499971151351929,0.0,0.0,,,
5,1775661709.2977993,optimizer,0.002696521580219269,13317.25,2.5970861315727234e-05,0.0009216144680976868,0.0005019586533308029,42.0,0.8,20580.734375
6,1775661709.525897,forward,0.0841648019850254,13317.25,9.609200060367584e-05,0.0,0.0,,,
6,1775661709.7071903,backward,0.18112179823219776,13317.25,9.855255484580994e-05,0.0,0.0,,,
6,1775661709.7108319,optimizer,0.0025719907134771347,13317.25,2.3700296878814697e-05,0.0004934277385473251,0.00047827698290348053,35.0,0.8,20581.71484375
7,1775661709.9456525,forward,0.08420113287866116,13317.25,0.00010238401591777802,0.0,0.0,,,
7,1775661710.1266713,backward,0.18085678480565548,13317.25,9.487941861152649e-05,0.0,0.0,,,
7,1775661710.13032,optimizer,0.0025800317525863647,13317.25,2.454034984111786e-05,0.0004944596439599991,0.0004759281873703003,99.0,0.8,20582.328125
8,1775661710.3603413,forward,0.08415662124752998,13317.25,9.550526738166809e-05,0.0,0.0,,,
8,1775661710.5416477,backward,0.18113774619996548,13317.25,9.784102439880371e-05,0.0,0.0,,,
8,1775661710.5453053,optimizer,0.002559460699558258,13317.25,2.501159906387329e-05,0.0005165375769138336,0.00048200786113739014,99.0,0.8,20582.44921875
9,1775661710.7799675,forward,0.08475649356842041,13317.25,0.00011384114623069763,0.0,0.0,,,
9,1775661710.9608207,backward,0.1806858815252781,13317.25,9.716488420963287e-05,0.0,0.0,,,
9,1775661710.9645386,optimizer,0.002602372318506241,13317.25,2.4020671844482422e-05,0.0005127489566802979,0.0004936084151268005,99.0,0.8,20582.32421875
10,1775661711.185397,forward,0.0841184426099062,13317.25,9.439326822757721e-05,0.0,0.0,,,
10,1775661711.3662012,backward,0.18063673935830593,13317.25,9.591132402420044e-05,0.0,0.0,,,
10,1775661711.3701484,optimizer,0.002763615921139717,13317.25,2.451986074447632e-05,0.0005793068557977676,0.0004764273762702942,99.0,0.8,20582.19921875
