step,wall_timestamp,phase,duration_sec,gpu_mem_mb
0,1775486299.5027468,forward,0.3029307685792446,22104.0
0,1775486299.9639187,backward,0.46099535189568996,24028.0
0,1775486299.9762208,optimizer,0.012136891484260559,24028.0
1,1775486300.5547135,forward,0.19411302916705608,24028.0
1,1775486300.956807,backward,0.4018664713948965,24028.0
1,1775486300.9596097,optimizer,0.0026310719549655914,24028.0
2,1775486301.4459064,forward,0.19387308694422245,24028.0
2,1775486301.8480608,backward,0.40196659229695797,24028.0
2,1775486301.8513799,optimizer,0.003059837967157364,24028.0
3,1775486302.320311,forward,0.19401497952640057,24028.0
3,1775486302.722436,backward,0.40196199156343937,24028.0
3,1775486302.7256284,optimizer,0.0029963478446006775,24028.0
4,1775486303.1922622,forward,0.19391811825335026,24028.0
4,1775486303.5939429,backward,0.40151678398251534,24028.0
4,1775486303.5968602,optimizer,0.0027335938066244125,24028.0
5,1775486304.1062245,forward,0.19385583698749542,24028.0
5,1775486304.5079353,backward,0.40154390409588814,24028.0
5,1775486304.5108075,optimizer,0.0026398934423923492,24028.0
6,1775486304.99955,forward,0.1939811296761036,24028.0
6,1775486305.4018366,backward,0.40212286449968815,24028.0
6,1775486305.4047475,optimizer,0.002675222232937813,24028.0
7,1775486305.8740888,forward,0.19408930838108063,24028.0
7,1775486306.2763138,backward,0.40198349952697754,24028.0
7,1775486306.2791026,optimizer,0.0026101991534233093,24028.0
8,1775486306.744327,forward,0.19386986643075943,24028.0
8,1775486307.1463776,backward,0.40188513696193695,24028.0
8,1775486307.149778,optimizer,0.0031474921852350235,24028.0
9,1775486307.6354022,forward,0.19403643906116486,24028.0
9,1775486308.0371602,backward,0.4015988539904356,24028.0
9,1775486308.0403678,optimizer,0.0030150078237056732,24028.0
10,1775486308.5251899,forward,0.19390513561666012,24028.0
10,1775486308.9273217,backward,0.40196020156145096,24028.0
10,1775486308.9341292,optimizer,0.006634626537561417,24028.0
11,1775486309.4280565,forward,0.19408969022333622,24028.0
11,1775486309.8300278,backward,0.4018053188920021,24028.0
11,1775486309.8327475,optimizer,0.0025526024401187897,24028.0
12,1775486310.3062646,forward,0.19405360892415047,24028.0
12,1775486310.7081826,backward,0.40173048712313175,24028.0
12,1775486310.7109149,optimizer,0.0025658588856458664,24028.0
13,1775486311.1832585,forward,0.19397578947246075,24028.0
13,1775486311.5852344,backward,0.4017458986490965,24028.0
13,1775486311.5880978,optimizer,0.0026799533516168594,24028.0
14,1775486312.0834854,forward,0.19389883987605572,24028.0
14,1775486312.4853876,backward,0.4017362464219332,24028.0
14,1775486312.488238,optimizer,0.00260954350233078,24028.0
15,1775486312.9791255,forward,0.19391978718340397,24028.0
15,1775486313.3811502,backward,0.4018621500581503,24028.0
15,1775486313.3838792,optimizer,0.002562500536441803,24028.0
16,1775486313.8802948,forward,0.19447474740445614,24028.0
16,1775486314.2824461,backward,0.401957742869854,24028.0
16,1775486314.2852006,optimizer,0.002589501440525055,24028.0
17,1775486314.7785375,forward,0.1938306875526905,24028.0
17,1775486315.1804492,backward,0.40174799785017967,24028.0
17,1775486315.1836696,optimizer,0.003025827929377556,24028.0
18,1775486315.657259,forward,0.19394100829958916,24028.0
18,1775486316.0593917,backward,0.4019642323255539,24028.0
18,1775486316.0621028,optimizer,0.0025456231087446213,24028.0
19,1775486316.5503836,forward,0.19417177140712738,24028.0
19,1775486316.9522064,backward,0.4016512557864189,24028.0
19,1775486316.9549363,optimizer,0.0025645215064287186,24028.0
20,1775486317.4363666,forward,0.19392647966742516,24028.0
20,1775486317.838069,backward,0.4015382435172796,24028.0
20,1775486317.840765,optimizer,0.002528807148337364,24028.0
21,1775486318.3337111,forward,0.19387811794877052,24028.0
21,1775486318.7356925,backward,0.40181796811521053,24028.0
21,1775486318.7384195,optimizer,0.0025570672005414963,24028.0
22,1775486319.2261875,forward,0.1940743401646614,24028.0
22,1775486319.6282856,backward,0.40190535970032215,24028.0
22,1775486319.6351173,optimizer,0.006666695699095726,24028.0
23,1775486320.1325111,forward,0.1938527151942253,24028.0
23,1775486320.5345287,backward,0.4018546789884567,24028.0
23,1775486320.5372295,optimizer,0.0025347694754600525,24028.0
24,1775486321.029362,forward,0.19386899657547474,24028.0
24,1775486321.4312708,backward,0.40174393728375435,24028.0
24,1775486321.4339943,optimizer,0.0025559626519680023,24028.0
25,1775486321.9257343,forward,0.19397390820086002,24028.0
25,1775486322.3279245,backward,0.40198270976543427,24028.0
25,1775486322.3307254,optimizer,0.002642011269927025,24028.0
26,1775486322.802236,forward,0.19394537806510925,24028.0
26,1775486323.2041671,backward,0.40176725946366787,24028.0
26,1775486323.2070541,optimizer,0.002647101879119873,24028.0
27,1775486323.683482,forward,0.1939238365739584,24028.0
27,1775486324.0857475,backward,0.4021023716777563,24028.0
27,1775486324.088475,optimizer,0.002563241869211197,24028.0
28,1775486324.5822039,forward,0.1938596349209547,24028.0
28,1775486324.9844625,backward,0.40208700112998486,24028.0
28,1775486324.98787,optimizer,0.003150908276438713,24028.0
29,1775486325.4807012,forward,0.1939434614032507,24028.0
29,1775486325.882585,backward,0.4017168562859297,24028.0
29,1775486325.8853033,optimizer,0.0025489628314971924,24028.0
30,1775486326.377157,forward,0.19392217695713043,24028.0
30,1775486326.7790427,backward,0.40171966701745987,24028.0
30,1775486326.782239,optimizer,0.0027211830019950867,24028.0
31,1775486327.2818193,forward,0.19395973719656467,24028.0
31,1775486327.683796,backward,0.40179662965238094,24028.0
31,1775486327.686518,optimizer,0.00255683995783329,24028.0
32,1775486328.1815155,forward,0.19395805709064007,24028.0
32,1775486328.5835202,backward,0.4018349777907133,24028.0
32,1775486328.5864596,optimizer,0.002756403759121895,24028.0
33,1775486329.0984101,forward,0.19406677223742008,24028.0
33,1775486329.5005522,backward,0.4019756130874157,24028.0
33,1775486329.50329,optimizer,0.0025718118995428085,24028.0
34,1775486330.0027523,forward,0.19398007541894913,24028.0
34,1775486330.404702,backward,0.4017789587378502,24028.0
34,1775486330.407577,optimizer,0.0026284214109182358,24028.0
35,1775486330.8815348,forward,0.19397909753024578,24028.0
35,1775486331.283551,backward,0.40185320749878883,24028.0
35,1775486331.286286,optimizer,0.0025678202509880066,24028.0
36,1775486331.7772524,forward,0.19394387863576412,24028.0
36,1775486332.1792948,backward,0.40187408961355686,24028.0
36,1775486332.182198,optimizer,0.0026815030723810196,24028.0
37,1775486332.680673,forward,0.1940248403698206,24028.0
37,1775486333.0829592,backward,0.40211498364806175,24028.0
37,1775486333.0856733,optimizer,0.002551918849349022,24028.0
38,1775486333.5756028,forward,0.1939426977187395,24028.0
38,1775486333.9774024,backward,0.4016298744827509,24028.0
38,1775486333.9802635,optimizer,0.0026160813868045807,24028.0
39,1775486334.4702432,forward,0.19393258728086948,24028.0
39,1775486334.8718593,backward,0.40144767984747887,24028.0
