step,wall_timestamp,phase,duration_sec,gpu_mem_mb,nvml_mem_query_sec,nvml_util_query_sec,psutil_query_sec,gpu_util_pct,cpu_util_pct,ram_mb
0,1775662168.0265348,forward,0.19918552786111832,12333.25,0.00011854246258735657,0.0,0.0,,,
0,1775662168.2586432,backward,0.23188871704041958,13317.25,0.00011638179421424866,0.0,0.0,,,
0,1775662168.2726057,optimizer,0.012103162705898285,13317.25,4.3312087655067444e-05,0.0011899694800376892,0.0005854610353708267,64.0,0.5,20398.64453125
1,1775662168.5533762,forward,0.08449206873774529,13317.25,9.600445628166199e-05,0.0,0.0,,,
1,1775662168.7344024,backward,0.18084824457764626,13317.25,0.00010003149509429932,0.0,0.0,,,
1,1775662168.7380674,optimizer,0.002534041181206703,13317.25,2.530030906200409e-05,0.0005357712507247925,0.000497741624712944,50.0,0.8,20519.390625
2,1775662168.967156,forward,0.08413077145814896,13317.25,9.5391646027565e-05,0.0,0.0,,,
2,1775662169.1481133,backward,0.18078551441431046,13317.25,9.855255484580994e-05,0.0,0.0,,,
2,1775662169.1522834,optimizer,0.0027471333742141724,13317.25,2.7291476726531982e-05,0.00080864317715168,0.00047842785716056824,43.0,0.9,20537.69921875
3,1775662169.3954027,forward,0.08410614170134068,13317.25,9.596161544322968e-05,0.0,0.0,,,
3,1775662169.5764594,backward,0.180887745693326,13317.25,9.441934525966644e-05,0.0,0.0,,,
3,1775662169.5800576,optimizer,0.0025594420731067657,13317.25,2.572871744632721e-05,0.0004594679921865463,0.00047880783677101135,99.0,0.8,20559.23046875
4,1775662169.8053565,forward,0.08428924158215523,13317.25,0.0001232437789440155,0.0,0.0,,,
4,1775662169.9862227,backward,0.18067513033747673,13317.25,9.799189865589142e-05,0.0,0.0,,,
4,1775662169.990402,optimizer,0.0026615820825099945,13317.25,2.8289854526519775e-05,0.0008748043328523636,0.0005382969975471497,99.0,0.8,20561.3203125
5,1775662170.223066,forward,0.08410472050309181,13317.25,9.544193744659424e-05,0.0,0.0,,,
5,1775662170.4042127,backward,0.1809588558971882,13317.25,0.0001109931617975235,0.0,0.0,,,
5,1775662170.408083,optimizer,0.002669263631105423,13317.25,2.609938383102417e-05,0.0005218666046857834,0.000499378889799118,99.0,0.8,20561.44140625
6,1775662170.6275625,forward,0.08418603986501694,13317.25,9.58908349275589e-05,0.0,0.0,,,
6,1775662170.8086119,backward,0.18087516352534294,13317.25,9.71723347902298e-05,0.0,0.0,,,
6,1775662170.8126016,optimizer,0.0025764908641576767,13317.25,2.5719404220581055e-05,0.0008352622389793396,0.00047518685460090637,99.0,0.8,20561.3125
7,1775662171.035008,forward,0.08400853723287582,13317.25,9.51029360294342e-05,0.0,0.0,,,
7,1775662171.2159476,backward,0.180744843557477,13317.25,0.00011924095451831818,0.0,0.0,,,
7,1775662171.2203317,optimizer,0.0031817108392715454,13317.25,2.7412548661231995e-05,0.0005122087895870209,0.0005196575075387955,100.0,0.8,20561.06640625
8,1775662171.4502633,forward,0.08425700291991234,13317.25,9.805150330066681e-05,0.0,0.0,,,
8,1775662171.631636,backward,0.1811989601701498,13317.25,9.827315807342529e-05,0.0,0.0,,,
8,1775662171.6353533,optimizer,0.00257091224193573,13317.25,2.4631619453430176e-05,0.000564849004149437,0.0004809163510799408,99.0,0.8,20561.80078125
9,1775662171.8689473,forward,0.08425121381878853,13317.25,9.69618558883667e-05,0.0,0.0,,,
9,1775662172.050417,backward,0.1812718417495489,13317.25,9.683147072792053e-05,0.0,0.0,,,
9,1775662172.0543113,optimizer,0.002517111599445343,13317.25,2.345256507396698e-05,0.0007963012903928757,0.00048280879855155945,92.0,0.8,20561.921875
10,1775662172.2738311,forward,0.08410422131419182,13317.25,9.559281170368195e-05,0.0,0.0,,,
10,1775662172.4548213,backward,0.1808168049901724,13317.25,9.714066982269287e-05,0.0,0.0,,,
10,1775662172.4584868,optimizer,0.0025646090507507324,13317.25,2.555176615715027e-05,0.0005178879946470261,0.0004798881709575653,89.0,0.8,20561.796875
11,1775662172.686153,forward,0.08417928218841553,13317.25,9.912252426147461e-05,0.0,0.0,,,
11,1775662172.8677247,backward,0.1814006231725216,13317.25,9.741075336933136e-05,0.0,0.0,,,
11,1775662172.8716953,optimizer,0.0025909431278705597,13317.25,2.362951636314392e-05,0.000796901062130928,0.00047986768186092377,83.0,0.9,20561.91796875
12,1775662173.1053073,forward,0.08416863344609737,13317.25,9.765289723873138e-05,0.0,0.0,,,
12,1775662173.2862844,backward,0.18080431409180164,13317.25,9.725242853164673e-05,0.0,0.0,,,
12,1775662173.2903333,optimizer,0.002567991614341736,13317.25,2.4380162358283997e-05,0.0009019859135150909,0.00047849491238594055,74.0,0.8,20561.671875
13,1775662173.524361,forward,0.08424479328095913,13317.25,0.00013442151248455048,0.0,0.0,,,
13,1775662173.7057223,backward,0.18117167986929417,13317.25,9.685195982456207e-05,0.0,0.0,,,
13,1775662173.7099407,optimizer,0.002659972757101059,13317.25,2.3851171135902405e-05,0.0009176749736070633,0.0005452483892440796,64.0,0.8,20562.16015625
14,1775662173.9314637,forward,0.08410771004855633,13317.25,9.742937982082367e-05,0.0,0.0,,,
14,1775662174.112643,backward,0.18100600503385067,13317.25,9.955279529094696e-05,0.0,0.0,,,
14,1775662174.1162992,optimizer,0.0025614313781261444,13317.25,2.7339905500411987e-05,0.0005127694457769394,0.0004816558212041855,60.0,0.8,20562.52734375
15,1775662174.3389423,forward,0.08407837897539139,13317.25,0.00011198408901691437,0.0,0.0,,,
15,1775662174.5198407,backward,0.18071092292666435,13317.25,9.927153587341309e-05,0.0,0.0,,,
15,1775662174.5236254,optimizer,0.002578921616077423,13317.25,2.6579946279525757e-05,0.0005974210798740387,0.0005039479583501816,57.0,0.8,20562.15625
16,1775662174.7425005,forward,0.08411573991179466,13317.25,9.757280349731445e-05,0.0,0.0,,,
16,1775662174.9234023,backward,0.18072988092899323,13317.25,9.862147271633148e-05,0.0,0.0,,,
16,1775662174.9270349,optimizer,0.002543538808822632,13317.25,2.4199485778808594e-05,0.0005079694092273712,0.00047990866005420685,55.0,0.8,20562.2734375
17,1775662175.1512446,forward,0.08414009027183056,13317.25,9.737163782119751e-05,0.0,0.0,,,
17,1775662175.3322167,backward,0.18077716417610645,13317.25,0.00011746026575565338,0.0,0.0,,,
17,1775662175.3365953,optimizer,0.00316723994910717,13317.25,2.5412067770957947e-05,0.0005266088992357254,0.0005153696984052658,50.0,0.8,20562.02734375
18,1775662175.5536056,forward,0.08414546027779579,13317.25,0.00010955147445201874,0.0,0.0,,,
18,1775662175.7348013,backward,0.18103080056607723,13317.25,9.961239993572235e-05,0.0,0.0,,,
18,1775662175.7384892,optimizer,0.002572249621152878,13317.25,2.8479844331741333e-05,0.0005311295390129089,0.00048111751675605774,49.0,0.8,20562.01953125
19,1775662175.9694085,forward,0.0841501634567976,13317.25,9.710155427455902e-05,0.0,0.0,,,
19,1775662176.1503978,backward,0.1808169037103653,13317.25,9.78522002696991e-05,0.0,0.0,,,
19,1775662176.1540918,optimizer,0.0025708209723234177,13317.25,2.422928810119629e-05,0.000538969412446022,0.0004861075431108475,42.0,0.8,20561.89453125
20,1775662176.3753016,forward,0.08443603478372097,13317.25,9.507127106189728e-05,0.0,0.0,,,
20,1775662176.5566463,backward,0.18116623908281326,13317.25,0.00010034255683422089,0.0,0.0,,,
20,1775662176.5603337,optimizer,0.0025863926857709885,13317.25,2.3670494556427002e-05,0.0005229488015174866,0.0004856884479522705,39.0,0.8,20562.75390625
21,1775662176.7828379,forward,0.08417859300971031,13317.25,9.712204337120056e-05,0.0,0.0,,,
21,1775662176.9638524,backward,0.18084293603897095,13317.25,9.785033762454987e-05,0.0,0.0,,,
21,1775662176.9678786,optimizer,0.0025535505264997482,13317.25,2.57100909948349e-05,0.0008871238678693771,0.0004826989024877548,35.0,0.8,20562.3828125
22,1775662177.1968522,forward,0.08411417156457901,13317.25,9.758025407791138e-05,0.0,0.0,,,
22,1775662177.3777552,backward,0.18073677457869053,13317.25,9.61795449256897e-05,0.0,0.0,,,
22,1775662177.3816261,optimizer,0.00276898592710495,13317.25,2.6052817702293396e-05,0.0004644468426704407,0.0005028080195188522,100.0,0.8,20562.75
23,1775662177.6255326,forward,0.08429725468158722,13317.25,9.938329458236694e-05,0.0,0.0,,,
23,1775662177.8066845,backward,0.1809803582727909,13317.25,9.904056787490845e-05,0.0,0.0,,,
23,1775662177.8107126,optimizer,0.002561243250966072,13317.25,2.4922192096710205e-05,0.0008854549378156662,0.00048253871500492096,99.0,0.8,20561.875
24,1775662178.0430784,forward,0.08417599275708199,13317.25,9.726174175739288e-05,0.0,0.0,,,
24,1775662178.2242947,backward,0.18104530684649944,13317.25,9.777210652828217e-05,0.0,0.0,,,
24,1775662178.2283146,optimizer,0.002575090155005455,13317.25,2.792850136756897e-05,0.0008611921221017838,0.00048096850514411926,99.0,0.8,20561.99609375
25,1775662178.4492645,forward,0.0842821728438139,13317.25,0.0001346040517091751,0.0,0.0,,,
25,1775662178.630381,backward,0.1809322964400053,13317.25,9.463168680667877e-05,0.0,0.0,,,
25,1775662178.6342046,optimizer,0.002650013193488121,13317.25,2.7438625693321228e-05,0.0005348678678274155,0.0005381479859352112,99.0,0.8,20561.87109375
26,1775662178.8633747,forward,0.08417210914194584,13317.25,9.67513769865036e-05,0.0,0.0,,,
26,1775662179.0446537,backward,0.18110685981810093,13317.25,9.755976498126984e-05,0.0,0.0,,,
26,1775662179.0486298,optimizer,0.002561623230576515,13317.25,2.507120370864868e-05,0.0008332338184118271,0.00048025697469711304,93.0,0.8,20562.484375
27,1775662179.2697093,forward,0.08415799215435982,13317.25,9.632296860218048e-05,0.0,0.0,,,
27,1775662179.450596,backward,0.18069137074053288,13317.25,0.00010921061038970947,0.0,0.0,,,
27,1775662179.4544122,optimizer,0.002637391909956932,13317.25,2.345070242881775e-05,0.0005133189260959625,0.0005042180418968201,90.0,0.8,20562.11328125
28,1775662179.6859093,forward,0.0842426735907793,13317.25,9.666942059993744e-05,0.0,0.0,,,
28,1775662179.8669345,backward,0.18085135705769062,13317.25,9.870529174804688e-05,0.0,0.0,,,
28,1775662179.8709307,optimizer,0.002544630318880081,13317.25,2.5801360607147217e-05,0.000870363786816597,0.00047916918992996216,82.0,0.8,20561.7421875
29,1775662180.0906222,forward,0.0841134712100029,13317.25,9.708292782306671e-05,0.0,0.0,,,
