step,wall_timestamp,phase,duration_sec,gpu_mem_mb
0,1775607001.1200492,forward,0.30239774473011494,23065.25
0,1775607001.5812626,backward,0.46100893430411816,24989.25
0,1775607001.593583,optimizer,0.012148508802056313,24989.25
1,1775607002.1568382,forward,0.194008095189929,24989.25
1,1775607002.558731,backward,0.4016856886446476,24989.25
1,1775607002.561713,optimizer,0.0027078762650489807,24989.25
2,1775607003.0578122,forward,0.1938971672207117,24989.25
2,1775607003.4596658,backward,0.40168445743620396,24989.25
2,1775607003.4623365,optimizer,0.0024951938539743423,24989.25
3,1775607003.927151,forward,0.1938531156629324,24989.25
3,1775607004.3291087,backward,0.40178970992565155,24989.25
3,1775607004.3325214,optimizer,0.0031582526862621307,24989.25
4,1775607004.7950473,forward,0.19392788596451283,24989.25
4,1775607005.1971624,backward,0.4019269719719887,24989.25
4,1775607005.1999185,optimizer,0.0025934334844350815,24989.25
5,1775607005.6635835,forward,0.19391516596078873,24989.25
5,1775607006.0655522,backward,0.4017850086092949,24989.25
5,1775607006.0682895,optimizer,0.002569412812590599,24989.25
6,1775607006.5573714,forward,0.19405960850417614,24989.25
6,1775607006.959377,backward,0.4017538595944643,24989.25
6,1775607006.9668057,optimizer,0.0072634257376194,24989.25
7,1775607007.4670985,forward,0.19402718730270863,24989.25
7,1775607007.8693101,backward,0.40200722217559814,24989.25
7,1775607007.8721402,optimizer,0.002665642648935318,24989.25
8,1775607008.3581579,forward,0.19391094520688057,24989.25
8,1775607008.7599874,backward,0.4016472361981869,24989.25
8,1775607008.76275,optimizer,0.0025919638574123383,24989.25
9,1775607009.2608893,forward,0.19448926486074924,24989.25
9,1775607009.6627133,backward,0.40162761695683,24989.25
9,1775607009.6654675,optimizer,0.0025882069021463394,24989.25
10,1775607010.1711578,forward,0.19393343478441238,24989.25
10,1775607010.5732963,backward,0.40194459073245525,24989.25
10,1775607010.5760448,optimizer,0.0025827232748270035,24989.25
11,1775607011.0594494,forward,0.19398358836770058,24989.25
11,1775607011.461411,backward,0.4017970412969589,24989.25
11,1775607011.464339,optimizer,0.0027417484670877457,24989.25
12,1775607011.9628572,forward,0.19400996528565884,24989.25
12,1775607012.3649995,backward,0.40196867287158966,24989.25
12,1775607012.3678784,optimizer,0.002639075741171837,24989.25
13,1775607012.8718505,forward,0.19393274374306202,24989.25
13,1775607013.2738302,backward,0.40181221067905426,24989.25
13,1775607013.2765253,optimizer,0.002529554069042206,24989.25
14,1775607013.757723,forward,0.1939557958394289,24989.25
14,1775607014.159509,backward,0.4015810452401638,24989.25
14,1775607014.162335,optimizer,0.0026517733931541443,24989.25
15,1775607014.651479,forward,0.19402074813842773,24989.25
15,1775607015.0532346,backward,0.4015738759189844,24989.25
15,1775607015.0559797,optimizer,0.002581356093287468,24989.25
16,1775607015.537975,forward,0.19392341561615467,24989.25
16,1775607015.9399052,backward,0.4017591867595911,24989.25
16,1775607015.9433522,optimizer,0.003188095986843109,24989.25
17,1775607016.445099,forward,0.19394969567656517,24989.25
17,1775607016.847108,backward,0.40183817967772484,24989.25
17,1775607016.8498244,optimizer,0.0025511719286441803,24989.25
18,1775607017.3352985,forward,0.19430804252624512,24989.25
18,1775607017.737178,backward,0.40170725621283054,24989.25
18,1775607017.739902,optimizer,0.0025593768805265427,24989.25
19,1775607018.2168276,forward,0.19386719726026058,24989.25
19,1775607018.6183589,backward,0.4013617318123579,24989.25
19,1775607018.6213036,optimizer,0.002762220799922943,24989.25
20,1775607019.1183965,forward,0.19395140558481216,24989.25
20,1775607019.520536,backward,0.4019695855677128,24989.25
20,1775607019.5232704,optimizer,0.002564055845141411,24989.25
21,1775607019.998742,forward,0.19404019601643085,24989.25
21,1775607020.4006643,backward,0.4017324149608612,24989.25
21,1775607020.4034042,optimizer,0.002576664090156555,24989.25
22,1775607020.9012496,forward,0.19395558536052704,24989.25
22,1775607021.3032813,backward,0.4018701817840338,24989.25
22,1775607021.3061712,optimizer,0.0026698652654886246,24989.25
23,1775607021.7897058,forward,0.19403371773660183,24989.25
23,1775607022.191596,backward,0.40172743797302246,24989.25
23,1775607022.1943119,optimizer,0.0025528352707624435,24989.25
24,1775607022.67363,forward,0.1939271241426468,24989.25
24,1775607023.0758414,backward,0.4019729644060135,24989.25
24,1775607023.0786126,optimizer,0.002604834735393524,24989.25
25,1775607023.5665562,forward,0.19403688795864582,24989.25
25,1775607023.9684296,backward,0.4017047584056854,24989.25
25,1775607023.976611,optimizer,0.00801766850054264,24989.25
26,1775607024.4727023,forward,0.19399393536150455,24989.25
26,1775607024.874979,backward,0.40209044329822063,24989.25
26,1775607024.8777926,optimizer,0.0026467889547348022,24989.25
27,1775607025.3578563,forward,0.19392341375350952,24989.25
27,1775607025.759538,backward,0.40151015669107437,24989.25
27,1775607025.7622633,optimizer,0.0025584157556295395,24989.25
28,1775607026.264137,forward,0.19458047859370708,24989.25
28,1775607026.666037,backward,0.40172893926501274,24989.25
28,1775607026.6687493,optimizer,0.0025433413684368134,24989.25
29,1775607027.1472921,forward,0.19393307529389858,24989.25
29,1775607027.5490892,backward,0.40162757597863674,24989.25
29,1775607027.5518076,optimizer,0.002553854137659073,24989.25
30,1775607028.0334496,forward,0.19434519298374653,24989.25
30,1775607028.4353132,backward,0.4016867782920599,24989.25
30,1775607028.4380462,optimizer,0.0024626124650239944,24989.25
31,1775607028.9605434,forward,0.19396447576582432,24989.25
31,1775607029.362684,backward,0.4019697718322277,24989.25
31,1775607029.3654108,optimizer,0.002560114488005638,24989.25
32,1775607029.864439,forward,0.1940932273864746,24989.25
32,1775607030.266177,backward,0.40154590643942356,24989.25
32,1775607030.2689283,optimizer,0.0025854017585515976,24989.25
33,1775607030.7428854,forward,0.19398483633995056,24989.25
33,1775607031.1449392,backward,0.4018842075020075,24989.25
33,1775607031.1476784,optimizer,0.00257270410656929,24989.25
34,1775607031.646478,forward,0.19399375654757023,24989.25
34,1775607032.048473,backward,0.40178827941417694,24989.25
34,1775607032.0512617,optimizer,0.0026137344539165497,24989.25
35,1775607032.54913,forward,0.19409256055951118,24989.25
35,1775607032.950922,backward,0.4016252066940069,24989.25
35,1775607032.9536514,optimizer,0.002561653032898903,24989.25
36,1775607033.4450161,forward,0.19518832489848137,24989.25
36,1775607033.8470943,backward,0.40189058147370815,24989.25
36,1775607033.8498294,optimizer,0.002569323405623436,24989.25
37,1775607034.3368793,forward,0.19392257556319237,24989.25
37,1775607034.7387679,backward,0.40172237530350685,24989.25
37,1775607034.7414684,optimizer,0.0025312639772892,24989.25
38,1775607035.2161188,forward,0.19400753639638424,24989.25
38,1775607035.618007,backward,0.4017085786908865,24989.25
38,1775607035.62146,optimizer,0.003181843087077141,24989.25
39,1775607036.1140106,forward,0.19399935752153397,24989.25
39,1775607036.5158472,backward,0.40166985988616943,24989.25
39,1775607036.5185611,optimizer,0.0025515835732221603,24989.25
40,1775607036.9954984,forward,0.1940223965793848,24989.25
40,1775607037.3973823,backward,0.4017234183847904,24989.25
40,1775607037.4001124,optimizer,0.002557402476668358,24989.25
41,1775607037.8919237,forward,0.19389510713517666,24989.25
41,1775607038.2942357,backward,0.40211988613009453,24989.25
41,1775607038.2969568,optimizer,0.002558274194598198,24989.25
42,1775607038.7959456,forward,0.1939597763121128,24989.25
42,1775607039.1974669,backward,0.4013564120978117,24989.25
42,1775607039.200138,optimizer,0.0022361166775226593,24989.25
43,1775607039.6870031,forward,0.19394512474536896,24989.25
43,1775607040.08867,backward,0.4015066847205162,24989.25
43,1775607040.0913823,optimizer,0.002549024298787117,24989.25
44,1775607040.5881922,forward,0.1941888891160488,24989.25
44,1775607040.990185,backward,0.40183023922145367,24989.25
44,1775607040.992909,optimizer,0.002560475841164589,24989.25
45,1775607041.4779007,forward,0.19405979476869106,24989.25
45,1775607041.880055,backward,0.4019865021109581,24989.25
45,1775607041.8827553,optimizer,0.0025316420942544937,24989.25
46,1775607042.3539793,forward,0.19394015707075596,24989.25
46,1775607042.7558434,backward,0.4016913268715143,24989.25
46,1775607042.7587113,optimizer,0.002628745511174202,24989.25
47,1775607043.2485638,forward,0.19399473629891872,24989.25
47,1775607043.6504133,backward,0.40168487653136253,24989.25
47,1775607043.6531234,optimizer,0.002543523907661438,24989.25
48,1775607044.143154,forward,0.19398592598736286,24989.25
48,1775607044.5450118,backward,0.4016916286200285,24989.25
48,1775607044.5477474,optimizer,0.0025653429329395294,24989.25
49,1775607045.032288,forward,0.1940197255462408,24989.25
49,1775607045.4340775,backward,0.4015833865851164,24989.25
49,1775607045.4368665,optimizer,0.002617856487631798,24989.25
50,1775607045.9145505,forward,0.1938976738601923,24989.25
50,1775607046.3165102,backward,0.40179162099957466,24989.25
50,1775607046.319219,optimizer,0.002544563263654709,24989.25
51,1775607046.7882926,forward,0.19381187297403812,24989.25
51,1775607047.190308,backward,0.4018552489578724,24989.25
51,1775607047.193189,optimizer,0.002640794962644577,24989.25
52,1775607047.6599848,forward,0.19396834634244442,24989.25
52,1775607048.061825,backward,0.4016722459346056,24989.25
52,1775607048.0645678,optimizer,0.002577051520347595,24989.25
53,1775607048.5288131,forward,0.19402281567454338,24989.25
53,1775607048.9309099,backward,0.4019289221614599,24989.25
53,1775607048.933641,optimizer,0.0025674644857645035,24989.25
54,1775607049.4192383,forward,0.19401849806308746,24989.25
54,1775607049.8213902,backward,0.4019828252494335,24989.25
54,1775607049.8241105,optimizer,0.0025488436222076416,24989.25
55,1775607050.3086061,forward,0.1945088654756546,24989.25
55,1775607050.71058,backward,0.4017799682915211,24989.25
55,1775607050.7159252,optimizer,0.005183091387152672,24989.25
56,1775607051.2061787,forward,0.19393563456833363,24989.25
56,1775607051.6077197,backward,0.40137322433292866,24989.25
56,1775607051.6104434,optimizer,0.0025552846491336823,24989.25
57,1775607052.0985122,forward,0.19396991655230522,24989.25
57,1775607052.500311,backward,0.4016297459602356,24989.25
57,1775607052.5030196,optimizer,0.002539323642849922,24989.25
58,1775607052.972971,forward,0.19391855411231518,24989.25
58,1775607053.374945,backward,0.40180953219532967,24989.25
58,1775607053.378132,optimizer,0.0029818806797266006,24989.25
59,1775607053.8635893,forward,0.19398623518645763,24989.25
59,1775607054.2653725,backward,0.4016135763376951,24989.25
59,1775607054.2680922,optimizer,0.0025467239320278168,24989.25
60,1775607054.7503726,forward,0.1939744260162115,24989.25
60,1775607055.152249,backward,0.4017053972929716,24989.25
60,1775607055.1549668,optimizer,0.0025534741580486298,24989.25
61,1775607055.6389842,forward,0.19393422454595566,24989.25
61,1775607056.0408022,backward,0.4016514867544174,24989.25
61,1775607056.0464087,optimizer,0.0054304637014865875,24989.25
62,1775607056.5618541,forward,0.19403189606964588,24989.25
62,1775607056.9637432,backward,0.4017203375697136,24989.25
62,1775607056.966447,optimizer,0.0025363434106111526,24989.25
63,1775607057.4673667,forward,0.19397392682731152,24989.25
63,1775607057.8694358,backward,0.4018986001610756,24989.25
63,1775607057.8721602,optimizer,0.0025496836751699448,24989.25
64,1775607058.3583643,forward,0.19388348422944546,24989.25
64,1775607058.7603846,backward,0.40185321122407913,24989.25
64,1775607058.7631235,optimizer,0.002572864294052124,24989.25
65,1775607059.2428155,forward,0.19418872147798538,24989.25
65,1775607059.644559,backward,0.4015508946031332,24989.25
65,1775607059.6472592,optimizer,0.002530030906200409,24989.25
66,1775607060.1313052,forward,0.1939705964177847,24989.25
66,1775607060.5331817,backward,0.4017077088356018,24989.25
66,1775607060.5359142,optimizer,0.0025626346468925476,24989.25
67,1775607060.9965296,forward,0.1939088236540556,24989.25
67,1775607061.3984313,backward,0.4017370995134115,24989.25
67,1775607061.4011607,optimizer,0.002562936395406723,24989.25
68,1775607061.891104,forward,0.1940234750509262,24989.25
68,1775607062.2932081,backward,0.40192973241209984,24989.25
68,1775607062.2961009,optimizer,0.0026681162416934967,24989.25
69,1775607062.7660425,forward,0.19406023621559143,24989.25
69,1775607063.1678977,backward,0.40168684534728527,24989.25
69,1775607063.170604,optimizer,0.002539193257689476,24989.25
70,1775607063.640869,forward,0.19399500638246536,24989.25
70,1775607064.0424402,backward,0.40140053257346153,24989.25
70,1775607064.0451567,optimizer,0.002446712926030159,24989.25
71,1775607064.5109053,forward,0.1940220184624195,24989.25
71,1775607064.9129324,backward,0.40185713954269886,24989.25
71,1775607064.9156606,optimizer,0.0025626029819250107,24989.25
72,1775607065.3847706,forward,0.1941599678248167,24989.25
72,1775607065.7865787,backward,0.40162112563848495,24989.25
72,1775607065.7893255,optimizer,0.0025697555392980576,24989.25
73,1775607066.2706902,forward,0.193991556763649,24989.25
73,1775607066.6726913,backward,0.40183199010789394,24989.25
73,1775607066.675419,optimizer,0.0025618523359298706,24989.25
74,1775607067.1391187,forward,0.19406172633171082,24989.25
74,1775607067.541123,backward,0.40183868072927,24989.25
74,1775607067.5438344,optimizer,0.002546243369579315,24989.25
75,1775607068.0116992,forward,0.19387692399322987,24989.25
75,1775607068.4138644,backward,0.4019949324429035,24989.25
75,1775607068.4165914,optimizer,0.0025583449751138687,24989.25
76,1775607068.8968186,forward,0.1940370686352253,24989.25
76,1775607069.2992003,backward,0.4021320939064026,24989.25
76,1775607069.3020203,optimizer,0.002654043957591057,24989.25
77,1775607069.7920527,forward,0.19406358897686005,24989.25
77,1775607070.1940196,backward,0.4017961099743843,24989.25
77,1775607070.1998167,optimizer,0.005628777667880058,24989.25
78,1775607070.6953375,forward,0.19392902590334415,24989.25
78,1775607071.0971887,backward,0.4016790874302387,24989.25
78,1775607071.0999186,optimizer,0.0025619231164455414,24989.25
79,1775607071.5661588,forward,0.19397667609155178,24989.25
79,1775607071.9680789,backward,0.40175168961286545,24989.25
79,1775607071.9707882,optimizer,0.0025440510362386703,24989.25
80,1775607072.442932,forward,0.19406506791710854,24989.25
80,1775607072.8449848,backward,0.4018866717815399,24989.25
80,1775607072.8481286,optimizer,0.0029575303196907043,24989.25
81,1775607073.3310041,forward,0.19402943551540375,24989.25
81,1775607073.7329526,backward,0.4017749596387148,24989.25
81,1775607073.7356665,optimizer,0.0025473646819591522,24989.25
82,1775607074.229719,forward,0.19400094635784626,24989.25
82,1775607074.6314588,backward,0.4015720169991255,24989.25
82,1775607074.6341937,optimizer,0.0025652125477790833,24989.25
83,1775607075.1155465,forward,0.19402528554201126,24989.25
83,1775607075.5172648,backward,0.40154588781297207,24989.25
83,1775607075.5199976,optimizer,0.0025608837604522705,24989.25
84,1775607075.983521,forward,0.19393118284642696,24989.25
84,1775607076.3857474,backward,0.40205688402056694,24989.25
84,1775607076.3884861,optimizer,0.0025721173733472824,24989.25
85,1775607076.8759997,forward,0.19395521841943264,24989.25
85,1775607077.2779872,backward,0.40181125700473785,24989.25
85,1775607077.280726,optimizer,0.0025720540434122086,24989.25
86,1775607077.7683747,forward,0.193962337449193,24989.25
86,1775607078.170354,backward,0.4018092080950737,24989.25
86,1775607078.1730669,optimizer,0.0025488734245300293,24989.25
87,1775607078.6566472,forward,0.19404404796659946,24989.25
87,1775607079.0586305,backward,0.4018172584474087,24989.25
87,1775607079.0672998,optimizer,0.008504437282681465,24989.25
88,1775607079.5705178,forward,0.1939916256815195,24989.25
88,1775607079.9725637,backward,0.40187522768974304,24989.25
88,1775607079.9752674,optimizer,0.0025385748594999313,24989.25
89,1775607080.473977,forward,0.1940807681530714,24989.25
89,1775607080.8762932,backward,0.40214466489851475,24989.25
89,1775607080.879168,optimizer,0.0026399772614240646,24989.25
90,1775607081.3622942,forward,0.19406667910516262,24989.25
90,1775607081.764399,backward,0.4019396733492613,24989.25
90,1775607081.7671304,optimizer,0.002563873305916786,24989.25
91,1775607082.2680252,forward,0.19415191747248173,24989.25
91,1775607082.670038,backward,0.4018444027751684,24989.25
91,1775607082.6727479,optimizer,0.0025405045598745346,24989.25
92,1775607083.152955,forward,0.19415932893753052,24989.25
92,1775607083.5549166,backward,0.40179112926125526,24989.25
92,1775607083.5576265,optimizer,0.002543184906244278,24989.25
93,1775607084.0343573,forward,0.19398914277553558,24989.25
93,1775607084.4363291,backward,0.4018002301454544,24989.25
93,1775607084.4390397,optimizer,0.0025439132004976273,24989.25
94,1775607084.9222014,forward,0.19404889829456806,24989.25
94,1775607085.3243494,backward,0.4019512012600899,24989.25
94,1775607085.327164,optimizer,0.002656633034348488,24989.25
95,1775607085.7929623,forward,0.1939259972423315,24989.25
95,1775607086.1949034,backward,0.4017843808978796,24989.25
95,1775607086.1976304,optimizer,0.002557991072535515,24989.25
96,1775607086.6655407,forward,0.19403921626508236,24989.25
96,1775607087.067413,backward,0.401713527739048,24989.25
96,1775607087.0760238,optimizer,0.008462775498628616,24989.25
97,1775607087.5566342,forward,0.19402402639389038,24989.25
97,1775607087.9585462,backward,0.4017673172056675,24989.25
97,1775607087.9612882,optimizer,0.002560434862971306,24989.25
98,1775607088.4636192,forward,0.19400343671441078,24989.25
98,1775607088.8656087,backward,0.40176402777433395,24989.25
98,1775607088.8683858,optimizer,0.002597866579890251,24989.25
99,1775607089.3397655,forward,0.1940561681985855,24989.25
99,1775607089.741741,backward,0.40180286951363087,24989.25
99,1775607089.7444644,optimizer,0.0025543738156557083,24989.25
