step,phase,cuda_sec,sync_start_sec,sync_stop_sec,sync_total_sec,nvml_mem_sec,nvml_util_sec,psutil_sec
0,forward,0.17501909844577312,8.731894195079803e-05,4.488043487071991e-05,0.00013219937682151794,0.00011701136827468872,0.0,0.0
0,backward,0.11812348291277885,1.0531395673751831e-05,0.010992895811796188,0.01100342720746994,9.674206376075745e-05,0.0,0.0
0,optimizer,0.011003470048308372,1.2639909982681274e-05,0.0012055300176143646,0.001218169927597046,4.4990330934524536e-05,0.0011900421231985092,0.0005620382726192474
1,forward,0.014028636738657951,5.508027970790863e-05,0.02249392494559288,0.02254900522530079,9.753182530403137e-05,0.0,0.0
1,backward,0.012403560802340508,1.670047640800476e-05,0.06881003268063068,0.06882673315703869,9.513087570667267e-05,0.0,0.0
1,optimizer,0.0014199372380971909,2.598017454147339e-05,0.00119875930249691,0.0012247394770383835,2.7179718017578125e-05,0.0009633954614400864,0.0005136486142873764
2,forward,0.012505883350968361,3.322027623653412e-05,0.02338256873190403,0.023415789008140564,8.694082498550415e-05,0.0,0.0
2,backward,0.012263907119631767,1.5730038285255432e-05,0.06872048042714596,0.06873621046543121,9.419955313205719e-05,0.0,0.0
2,optimizer,0.0013489853590726852,2.7913600206375122e-05,0.0012546814978122711,0.0012825950980186462,2.584978938102722e-05,0.0005013179033994675,0.0004786550998687744
3,forward,0.012455303221940994,3.279931843280792e-05,0.023401588201522827,0.023434387519955635,8.698366582393646e-05,0.0,0.0
3,backward,0.012192947790026665,1.555122435092926e-05,0.06908349506556988,0.0690990462899208,9.709969162940979e-05,0.0,0.0
3,optimizer,0.0013433918356895447,2.5520101189613342e-05,0.001247752457857132,0.0012732725590467453,0.00010035187005996704,0.0005283504724502563,0.00047730840742588043
4,forward,0.013665452599525452,4.429928958415985e-05,0.02259819395840168,0.02264249324798584,8.821114897727966e-05,0.0,0.0
4,backward,0.018056487664580345,1.5618279576301575e-05,0.06351970136165619,0.06353531964123249,9.42423939704895e-05,0.0,0.0
4,optimizer,0.0013438686728477478,2.574920654296875e-05,0.0012563224881887436,0.0012820716947317123,2.609938383102417e-05,0.0009775254875421524,0.00047933682799339294
5,forward,0.012553395703434944,2.9629096388816833e-05,0.02337091788649559,0.023400546982884407,9.106285870075226e-05,0.0,0.0
5,backward,0.018023626878857613,1.5011057257652283e-05,0.0631420835852623,0.06315709464251995,9.737163782119751e-05,0.0,0.0
