step,wall_timestamp,phase,duration_sec,gpu_mem_mb,nvml_mem_query_sec,nvml_util_query_sec,psutil_query_sec,gpu_util_pct,cpu_util_pct,ram_mb
0,1775662629.0673594,forward,0.20515956357121468,12333.25,0.00013022497296333313,0.0,0.0,,,
0,1775662629.299399,backward,0.2318457718938589,13317.25,9.496323764324188e-05,0.0,0.0,,,
0,1775662629.3133655,optimizer,0.012170560657978058,13317.25,4.7361478209495544e-05,0.001115649938583374,0.0005862507969141006,64.0,0.5,20433.9765625
1,1775662629.6048894,forward,0.08471028693020344,13317.25,9.927339851856232e-05,0.0,0.0,,,
1,1775662629.7857306,backward,0.1806653868407011,13317.25,0.00010039098560810089,0.0,0.0,,,
1,1775662629.7896838,optimizer,0.0024890750646591187,13317.25,2.4419277906417847e-05,0.0008578039705753326,0.0005074180662631989,54.0,0.8,20516.37109375
2,1775662630.0354283,forward,0.08399487286806107,13317.25,9.843148291110992e-05,0.0,0.0,,,
2,1775662630.2163227,backward,0.18072411976754665,13317.25,9.728409349918365e-05,0.0,0.0,,,
2,1775662630.220197,optimizer,0.0027357004582881927,13317.25,2.584792673587799e-05,0.0005232524126768112,0.0004802606999874115,39.0,0.8,20575.69921875
3,1775662630.4558172,forward,0.08419244550168514,13317.25,9.777210652828217e-05,0.0,0.0,,,
3,1775662630.6367307,backward,0.18073980696499348,13317.25,9.988062083721161e-05,0.0,0.0,,,
3,1775662630.640342,optimizer,0.0025689080357551575,13317.25,2.498924732208252e-05,0.00046637654304504395,0.0004752781242132187,99.0,0.8,20596.44140625
4,1775662630.864292,forward,0.08425424806773663,13317.25,0.00012090243399143219,0.0,0.0,,,
4,1775662631.0451891,backward,0.18070113100111485,13317.25,9.90796834230423e-05,0.0,0.0,,,
4,1775662631.0493877,optimizer,0.0026743486523628235,13317.25,2.817995846271515e-05,0.0008899271488189697,0.0005294885486364365,99.0,0.8,20596.5625
5,1775662631.2695634,forward,0.08414750546216965,13317.25,0.00010295212268829346,0.0,0.0,,,
5,1775662631.4504752,backward,0.18072120659053326,13317.25,0.00011646188795566559,0.0,0.0,,,
5,1775662631.4543083,optimizer,0.0026471205055713654,13317.25,2.4411827325820923e-05,0.0005113910883665085,0.0005033984780311584,100.0,0.8,20596.4375
6,1775662631.686532,forward,0.08417429774999619,13317.25,9.40915197134018e-05,0.0,0.0,,,
6,1775662631.8674836,backward,0.18078313954174519,13317.25,9.558163583278656e-05,0.0,0.0,,,
6,1775662631.8715377,optimizer,0.002555418759584427,13317.25,2.500973641872406e-05,0.0009051263332366943,0.000489458441734314,99.0,0.9,20558.15234375
7,1775662632.0970228,forward,0.08410391584038734,13317.25,0.00011186115443706512,0.0,0.0,,,
7,1775662632.2781916,backward,0.1809380240738392,13317.25,9.758956730365753e-05,0.0,0.0,,,
7,1775662632.2822905,optimizer,0.002981835976243019,13317.25,2.679973840713501e-05,0.0005090683698654175,0.000494709238409996,99.0,0.8,20548.0625
8,1775662632.5206914,forward,0.08417797647416592,13317.25,9.566359221935272e-05,0.0,0.0,,,
8,1775662632.7016606,backward,0.18079898878932,13317.25,9.735114872455597e-05,0.0,0.0,,,
8,1775662632.7053335,optimizer,0.002568155527114868,13317.25,2.7708709239959717e-05,0.0005251206457614899,0.0004788599908351898,95.0,0.9,20567.02734375
9,1775662632.9304597,forward,0.0840817540884018,13317.25,9.624473750591278e-05,0.0,0.0,,,
9,1775662633.111412,backward,0.18077888898551464,13317.25,9.701214730739594e-05,0.0,0.0,,,
9,1775662633.1150765,optimizer,0.002568315714597702,13317.25,2.5900080800056458e-05,0.0005160793662071228,0.00047946907579898834,90.0,0.9,20576.15234375
10,1775662633.3421543,forward,0.08413153514266014,13317.25,9.692087769508362e-05,0.0,0.0,,,
10,1775662633.5229132,backward,0.18058492429554462,13317.25,0.0001005120575428009,0.0,0.0,,,
10,1775662633.5265362,optimizer,0.0025561172515153885,13317.25,2.4259090423583984e-05,0.0004886295646429062,0.00048257969319820404,84.0,0.8,20558.4296875
11,1775662633.7585535,forward,0.08433222956955433,13317.25,9.776279330253601e-05,0.0,0.0,,,
11,1775662633.9394171,backward,0.18069038726389408,13317.25,9.999237954616547e-05,0.0,0.0,,,
11,1775662633.9430776,optimizer,0.002556305378675461,13317.25,2.485327422618866e-05,0.0005173273384571075,0.0004822295159101486,76.0,0.9,20574.69140625
12,1775662634.1815622,forward,0.08417819626629353,13317.25,9.883195161819458e-05,0.0,0.0,,,
12,1775662634.3626735,backward,0.18093952164053917,13317.25,9.948946535587311e-05,0.0,0.0,,,
12,1775662634.3663025,optimizer,0.0025389455258846283,13317.25,2.3910775780677795e-05,0.0005156174302101135,0.0004763603210449219,65.0,0.8,20572.7421875
13,1775662634.603246,forward,0.08425455912947655,13317.25,0.0001300312578678131,0.0,0.0,,,
13,1775662634.7844877,backward,0.1810499932616949,13317.25,9.797140955924988e-05,0.0,0.0,,,
13,1775662634.7887006,optimizer,0.0026616286486387253,13317.25,2.5929883122444153e-05,0.0009157359600067139,0.0005342401564121246,54.0,0.8,20572.1015625
14,1775662635.013464,forward,0.08411916717886925,13317.25,9.736232459545135e-05,0.0,0.0,,,
14,1775662635.1946688,backward,0.18102899566292763,13317.25,9.801983833312988e-05,0.0,0.0,,,
14,1775662635.1983283,optimizer,0.0025574546307325363,13317.25,2.4551525712013245e-05,0.0005193501710891724,0.00048330798745155334,48.0,0.8,20573.59765625
15,1775662635.4241462,forward,0.08419734612107277,13317.25,0.00011284276843070984,0.0,0.0,,,
15,1775662635.605184,backward,0.18086388893425465,13317.25,9.840168058872223e-05,0.0,0.0,,,
15,1775662635.609238,optimizer,0.002576325088739395,13317.25,2.4532899260520935e-05,0.0008846446871757507,0.0004917886108160019,43.0,0.8,20575.171875
16,1775662635.8407311,forward,0.08415216580033302,13317.25,9.286217391490936e-05,0.0,0.0,,,
16,1775662636.0217004,backward,0.18079605139791965,13317.25,9.92119312286377e-05,0.0,0.0,,,
16,1775662636.025333,optimizer,0.002562297508120537,13317.25,2.6270747184753418e-05,0.0004890095442533493,0.0004801899194717407,35.0,0.8,20566.578125
17,1775662636.2514791,forward,0.08411087654531002,13317.25,0.00011543184518814087,0.0,0.0,,,
17,1775662636.4324903,backward,0.18077712692320347,13317.25,9.953044354915619e-05,0.0,0.0,,,
17,1775662636.436248,optimizer,0.00266924686729908,13317.25,2.705305814743042e-05,0.00046921707689762115,0.0005081966519355774,99.0,0.8,20568.8125
18,1775662636.6619327,forward,0.08416897617280483,13317.25,9.499862790107727e-05,0.0,0.0,,,
18,1775662636.8428657,backward,0.1807674989104271,13317.25,9.254179894924164e-05,0.0,0.0,,,
18,1775662636.846873,optimizer,0.0025600772351026535,13317.25,3.497116267681122e-05,0.0008591152727603912,0.0004705600440502167,99.0,0.9,20576.953125
19,1775662637.0710967,forward,0.08408435434103012,13317.25,9.596161544322968e-05,0.0,0.0,,,
19,1775662637.2520037,backward,0.18073523975908756,13317.25,9.738095104694366e-05,0.0,0.0,,,
19,1775662637.2561038,optimizer,0.002972884103655815,13317.25,2.454034984111786e-05,0.0005153007805347443,0.0004811082035303116,99.0,0.8,20576.953125
20,1775662637.4946709,forward,0.08408758230507374,13317.25,9.643286466598511e-05,0.0,0.0,,,
20,1775662637.6758337,backward,0.18099501356482506,13317.25,9.703263640403748e-05,0.0,0.0,,,
20,1775662637.6794786,optimizer,0.0025576893240213394,13317.25,2.4899840354919434e-05,0.0005125179886817932,0.0004748404026031494,99.0,0.8,20557.28125
21,1775662637.9142833,forward,0.08404780365526676,13317.25,9.835138916969299e-05,0.0,0.0,,,
21,1775662638.0954728,backward,0.1810211855918169,13317.25,9.65408980846405e-05,0.0,0.0,,,
21,1775662638.0991297,optimizer,0.002561606466770172,13317.25,2.368912100791931e-05,0.0005178190767765045,0.0004778783768415451,97.0,0.9,20559.66015625
22,1775662638.33924,forward,0.08574174530804157,13317.25,9.667128324508667e-05,0.0,0.0,,,
