step,wall_timestamp,phase,duration_sec,gpu_mem_mb,nvml_mem_query_sec,nvml_util_query_sec,psutil_query_sec,gpu_util_pct,cpu_util_pct,ram_mb
0,1775663527.2438982,forward,0.173279644921422,6743.25,0.00012833252549171448,0.0,0.0,,,
0,1775663527.3696406,backward,0.12554785422980785,7523.25,9.430013597011566e-05,0.0,0.0,,,
0,1775663527.3868325,optimizer,0.015743765980005264,7523.25,5.0591304898262024e-05,0.0007820725440979004,0.0005622003227472305,50.0,0.5,20388.51171875
1,1775663527.5222347,forward,0.035967547446489334,7523.25,7.599964737892151e-05,0.0,0.0,,,
1,1775663527.6034176,backward,0.08103512600064278,7523.25,9.590014815330505e-05,0.0,0.0,,,
1,1775663527.6070263,optimizer,0.0025286246091127396,7523.25,2.502836287021637e-05,0.0005049910396337509,0.0004803575575351715,42.0,0.9,20465.42578125
2,1775663527.7144809,forward,0.035853005945682526,7523.25,8.907169103622437e-05,0.0,0.0,,,
2,1775663527.796005,backward,0.08137693256139755,7523.25,9.641051292419434e-05,0.0,0.0,,,
2,1775663527.7999482,optimizer,0.0024911612272262573,7523.25,2.668052911758423e-05,0.0008812453597784042,0.0004737991839647293,62.0,0.9,20485.74609375
3,1775663527.902108,forward,0.0359225869178772,7523.25,8.825212717056274e-05,0.0,0.0,,,
3,1775663527.983282,backward,0.08102922514081001,7523.25,9.290501475334167e-05,0.0,0.0,,,
3,1775663527.988861,optimizer,0.004443058744072914,7523.25,2.7919188141822815e-05,0.0005497206002473831,0.0004901178181171417,65.0,0.9,20485.74609375
4,1775663528.0985715,forward,0.03611472807824612,7523.25,8.641183376312256e-05,0.0,0.0,,,
4,1775663528.1799545,backward,0.08123617060482502,7523.25,9.441189467906952e-05,0.0,0.0,,,
4,1775663528.1836042,optimizer,0.002588113769888878,7523.25,2.7900561690330505e-05,0.0004925578832626343,0.0004723779857158661,60.0,0.9,20499.28125
5,1775663528.292313,forward,0.035879168659448624,7523.25,8.619017899036407e-05,0.0,0.0,,,
5,1775663528.3739226,backward,0.08146567456424236,7523.25,9.232386946678162e-05,0.0,0.0,,,
5,1775663528.3778644,optimizer,0.002573607489466667,7523.25,2.41696834564209e-05,0.0007895641028881073,0.00048378854990005493,62.0,0.8,20499.28125
6,1775663528.4838474,forward,0.03590218722820282,7523.25,8.778087794780731e-05,0.0,0.0,,,
6,1775663528.564982,backward,0.08098836429417133,7523.25,9.347125887870789e-05,0.0,0.0,,,
6,1775663528.56866,optimizer,0.0025759339332580566,7523.25,2.3601576685905457e-05,0.0005423985421657562,0.0004697181284427643,63.0,0.8,20500.7578125
7,1775663528.670797,forward,0.03600197844207287,7523.25,0.00011538341641426086,0.0,0.0,,,
7,1775663528.7523847,backward,0.08142423070967197,7523.25,9.268335998058319e-05,0.0,0.0,,,
7,1775663528.7576935,optimizer,0.0026663243770599365,7523.25,2.361088991165161e-05,0.002010563388466835,0.0005414597690105438,65.0,0.9,20500.7578125
8,1775663528.8569312,forward,0.03591730073094368,7523.25,8.82316380739212e-05,0.0,0.0,,,
8,1775663528.9384103,backward,0.08133812248706818,7523.25,9.179115295410156e-05,0.0,0.0,,,
8,1775663528.9420557,optimizer,0.0025783944875001907,7523.25,2.5760382413864136e-05,0.0005092788487672806,0.0004663486033678055,65.0,0.8,20500.7578125
9,1775663529.042569,forward,0.03592770919203758,7523.25,8.527189493179321e-05,0.0,0.0,,,
9,1775663529.1236467,backward,0.08093330264091492,7523.25,9.484030306339264e-05,0.0,0.0,,,
9,1775663529.1272738,optimizer,0.0025711245834827423,7523.25,2.35680490732193e-05,0.0004935376346111298,0.0004707183688879013,59.0,0.8,20505.1875
10,1775663529.2284424,forward,0.035924505442380905,7523.25,9.765848517417908e-05,0.0,0.0,,,
10,1775663529.310014,backward,0.0813735518604517,7523.25,9.509362280368805e-05,0.0,0.0,,,
10,1775663529.3141036,optimizer,0.0026364661753177643,7523.25,2.244114875793457e-05,0.0008683260530233383,0.0004955679178237915,59.0,0.8,20505.1875
11,1775663529.42019,forward,0.03597917966544628,7523.25,8.908100426197052e-05,0.0,0.0,,,
11,1775663529.501558,backward,0.08121483959257603,7523.25,9.92119312286377e-05,0.0,0.0,,,
11,1775663529.505219,optimizer,0.0025932062417268753,7523.25,2.763979136943817e-05,0.000492999330163002,0.00047591887414455414,59.0,0.8,20505.43359375
12,1775663529.607069,forward,0.03585827723145485,7523.25,8.800067007541656e-05,0.0,0.0,,,
12,1775663529.6884508,backward,0.08123466745018959,7523.25,9.636208415031433e-05,0.0,0.0,,,
12,1775663529.692519,optimizer,0.002569695934653282,7523.25,2.3031607270240784e-05,0.0009328052401542664,0.00047385692596435547,59.0,0.9,20505.43359375
13,1775663529.795764,forward,0.035883309319615364,7523.25,8.584186434745789e-05,0.0,0.0,,,
13,1775663529.8772295,backward,0.08132236078381538,7523.25,9.212084114551544e-05,0.0,0.0,,,
13,1775663529.880859,optimizer,0.002568082883954048,7523.25,2.581067383289337e-05,0.0004995781928300858,0.00046891719102859497,59.0,0.9,20505.43359375
14,1775663529.9817472,forward,0.0359294880181551,7523.25,8.950009942054749e-05,0.0,0.0,,,
14,1775663530.0630388,backward,0.08113027736544609,7523.25,0.00010844133794307709,0.0,0.0,,,
14,1775663530.0673103,optimizer,0.0031095966696739197,7523.25,2.6961788535118103e-05,0.0005030687898397446,0.0004988480359315872,62.0,0.9,20505.43359375
