step,wall_timestamp,duration_sec,throughput_samples_sec
0,1775663527.3868742,0.3174942471086979,100.78922780936067
1,1775663527.6073828,0.12206918373703957,262.1464240224145
2,1775663527.800249,0.12255632132291794,261.10444287638734
3,1775663527.9893384,0.12408789619803429,257.88171917211474
4,1775663528.1838949,0.12239173799753189,261.4555567520849
5,1775663528.378161,0.12265452370047569,260.89539166239405
6,1775663528.568961,0.12194317020475864,262.4173206770644
7,1775663528.758037,0.12423974089324474,257.56653845162623
8,1775663528.9423606,0.12227165512740612,261.7123319926948
9,1775663529.1276143,0.12189956940710545,262.51118158695266
10,1775663529.3144,0.12282311543822289,260.537276601612
11,1775663529.5055661,0.12228570692241192,261.6822587475691
12,1775663529.6928341,0.12254833057522774,261.1214681570584
13,1775663529.8811657,0.12221195735037327,261.84017254758635
14,1775663530.0676575,0.12276903167366982,260.652051773599
15,1775663530.2569468,0.12305843085050583,260.0390706986531
16,1775663530.4454381,0.12207812257111073,262.12722907300565
17,1775663530.63937,0.1229248084127903,260.32173987647565
18,1775663530.8285704,0.12205833196640015,262.16973052531034
19,1775663531.0211508,0.12295230850577354,260.26351508883914
20,1775663531.2063777,0.12214631587266922,261.9808855582532
21,1775663531.4048533,0.12218717485666275,261.8932800233663
22,1775663531.5924206,0.12255362048745155,261.11019709349614
23,1775663531.7864523,0.12263557128608227,260.9357111025391
24,1775663531.9867618,0.1221974641084671,261.87122812626933
25,1775663532.1782007,0.12267079204320908,260.86079226364205
26,1775663532.370455,0.12232981622219086,261.5879021830423
27,1775663532.5592098,0.12277231365442276,260.64508395657515
28,1775663532.75091,0.12214165180921555,261.99088947956744
29,1775663532.942796,0.1221952922642231,261.8758825078657
30,1775663533.1346533,0.1226553414016962,260.8936523620281
31,1775663533.321852,0.12237356789410114,261.49437783567737
32,1775663533.5168905,0.12331015057861805,259.50823877713106
33,1775663533.7038786,0.12216652370989323,261.93755071552874
34,1775663533.8963184,0.12135517038404942,263.6888061607138
35,1775663534.0871503,0.12213088572025299,262.01398451574016
36,1775663534.2793434,0.12233109958469868,261.585157892283
37,1775663534.464702,0.12210556119680405,262.06832585146464
38,1775663534.6561306,0.12272391468286514,260.74787528325055
39,1775663534.8484998,0.12200083211064339,262.29329297507564
40,1775663535.0434284,0.12255045026540756,261.1169516774323
41,1775663535.2355127,0.1229597982019186,260.2476619834001
42,1775663535.422281,0.12221087701618671,261.84248719335864
43,1775663535.6163533,0.12275351583957672,260.68499774637775
44,1775663535.8035333,0.12209168262779713,262.09811603263483
45,1775663535.9941516,0.12268698401749134,260.82636439606176
46,1775663536.1839337,0.12292652577161789,260.3181030223859
47,1775663536.3721488,0.12309649959206581,259.95865118866925
48,1775663536.5626652,0.12233851663768291,261.5692986925044
49,1775663536.7497475,0.1222267746925354,261.8084301127705
50,1775663536.9409025,0.12229467742145061,261.6630639592101
51,1775663537.13492,0.12292889691889286,260.3130818062514
52,1775663537.3294168,0.12264905124902725,260.90703249735736
53,1775663537.5179265,0.12245175056159496,261.3274196019235
54,1775663537.7056682,0.12204768136143684,262.1926090118331
55,1775663537.8922818,0.12263577058911324,260.9352870396587
56,1775663538.080743,0.12236675806343555,261.5089302554787
57,1775663538.2736077,0.12268282286822796,260.8352110903968
58,1775663538.475454,0.12352428026497364,259.0583805172259
59,1775663538.6688898,0.12206804193556309,262.14887609069757
60,1775663538.8577578,0.1227375827729702,260.71883832999174
61,1775663539.0451908,0.12213086523115635,262.014028472113
62,1775663539.231816,0.12257438898086548,261.06595567035924
63,1775663539.4176648,0.1232857033610344,259.559698550691
64,1775663539.6048098,0.12224304489791393,261.7735841472489
65,1775663539.7968512,0.12274913117289543,260.6943095583067
66,1775663539.9827147,0.12229036912322044,261.67228236719626
67,1775663540.175268,0.12283183634281158,260.51877878542126
68,1775663540.3656282,0.12203025259077549,262.2300562411435
69,1775663540.5544333,0.1248445101082325,256.3188399094039
70,1775663540.7437325,0.12222235649824142,261.81789417928974
71,1775663540.9287283,0.12224415317177773,261.77121089000906
72,1775663541.1189604,0.12229528464376926,261.661764745975
73,1775663541.3059247,0.12209532409906387,262.09029900306683
74,1775663541.494366,0.12305030040442944,260.05625256359065
75,1775663541.6818354,0.12215744331479073,261.95702146072557
76,1775663541.866783,0.12214600294828415,261.98155672395274
77,1775663542.063291,0.12300855666399002,260.1445043161603
78,1775663542.2561457,0.12296533770859241,260.2359379993306
79,1775663542.4498785,0.12243680842220783,261.35931189624
80,1775663542.641205,0.12220729514956474,261.85016173409656
81,1775663542.8294835,0.12258213199675083,261.0494651932485
82,1775663543.016761,0.12240918725728989,261.41828662533084
83,1775663543.2106373,0.12271473556756973,260.76737933709694
84,1775663543.3984666,0.12281395681202412,260.55670569248394
85,1775663543.5850425,0.1221376433968544,261.9994877093244
86,1775663543.7772555,0.12243563681840897,261.36181288019077
87,1775663543.9636502,0.1220849808305502,262.1125037846786
88,1775663544.1569812,0.1224492397159338,261.3327781718842
89,1775663544.344411,0.12253515981137753,261.14953495191645
90,1775663544.5367386,0.12244211882352829,261.34797655797286
91,1775663544.7231188,0.12205824255943298,262.16992256314404
92,1775663544.9202194,0.12262905202805996,260.9495830782233
93,1775663545.1168919,0.12245096825063229,261.3290891624678
94,1775663545.3046696,0.12212879210710526,262.01847613408347
95,1775663545.4906466,0.12285829521715641,260.462673223968
96,1775663545.6828783,0.12212852388620377,262.0190515838608
97,1775663545.8754086,0.12264162488281727,260.92283130279503
98,1775663546.0661902,0.12216088362038136,261.94964420395786
99,1775663546.2590303,0.12263702228665352,260.9326237977529
100,1775663546.4447043,0.12228646501898766,261.6806364877037
101,1775663546.6343334,0.12289134599268436,260.39262359373083
102,1775663546.821691,0.1221614945679903,261.9483341552444
103,1775663547.0157795,0.12255595996975899,261.105212736256
104,1775663547.2059474,0.1222439631819725,261.77161773105115
105,1775663547.398667,0.12227996811270714,261.6945399470922
106,1775663547.58943,0.12282394617795944,260.5355144153669
107,1775663547.7829916,0.12232903949916363,261.58956312428813
108,1775663547.9704888,0.12277667410671711,260.6358270642329
109,1775663548.1630344,0.12212632410228252,262.023771166645
110,1775663548.3554611,0.12276534549891949,260.659878159848
111,1775663548.5519958,0.12692846730351448,252.11050507275732
112,1775663548.7446299,0.12207668274641037,262.13032071385436
113,1775663548.9364283,0.12247044965624809,261.28751947770326
114,1775663549.1283813,0.12280384823679924,260.5781533677617
115,1775663549.3167894,0.12244042754173279,261.35158658354953
116,1775663549.5084705,0.12264567241072655,260.91422037979135
117,1775663549.696434,0.12240204028785229,261.4335506560655
118,1775663549.8843575,0.1232804637402296,259.5707302612747
119,1775663550.0724893,0.12291269563138485,260.3473940232179
120,1775663550.2593124,0.12221449427306652,261.83473728166564
121,1775663550.44765,0.12265737168490887,260.8893339260841
122,1775663550.640309,0.12217364460229874,261.9222836821053
123,1775663550.833824,0.12270852364599705,260.7805802661036
124,1775663551.0218928,0.12215604446828365,261.96002121129925
125,1775663551.2105684,0.12294063717126846,260.2882231317936
126,1775663551.3980875,0.12249390967190266,261.2374777302098
127,1775663551.5847645,0.12229212559759617,261.6685239840905
128,1775663551.7720156,0.12342828512191772,259.25986064208564
129,1775663551.9647572,0.1222085040062666,261.84757157619003
130,1775663552.1514149,0.12272735498845577,260.7405659725173
131,1775663552.338165,0.12241273000836372,261.41072090961154
132,1775663552.5326226,0.12290302850306034,260.367872051283
133,1775663552.7236936,0.12211986444890499,262.03763117824957
134,1775663552.9172003,0.12230248562991619,261.6463584953709
135,1775663553.1041238,0.12234405800700188,261.55745134895403
136,1775663553.2921858,0.12282782420516014,260.52728856085724
137,1775663553.479185,0.12241562828421593,261.40453182746137
138,1775663553.6746235,0.12276529520750046,260.6599849404747
139,1775663553.860403,0.12215441465377808,261.9635163468919
140,1775663554.0484872,0.12266776151955128,260.867236864836
141,1775663554.2400434,0.12204385176301003,262.2008363202021
142,1775663554.4263837,0.12273548357188702,260.7232975234695
143,1775663554.6203637,0.12197448313236237,262.34995368067877
144,1775663554.8071463,0.12256488017737865,261.0862096359812
145,1775663554.9983299,0.12219511531293392,261.8762617314942
146,1775663555.1910179,0.12311293184757233,259.9239537209593
147,1775663555.3829982,0.12262569926679134,260.9567178114842
148,1775663555.5710917,0.12279901467263699,260.5884101375488
149,1775663555.7583504,0.12212981283664703,262.01628625109856
150,1775663555.9496884,0.1256492044776678,254.67729885776956
151,1775663556.1365583,0.12226157449185848,261.73391053565166
152,1775663556.3232741,0.1222661267966032,261.72416546108354
153,1775663556.51206,0.12249469012022018,261.23581331235
154,1775663556.7057543,0.12285130843520164,260.4774862196809
155,1775663556.896294,0.12222251482307911,261.81755502511953
156,1775663557.0910943,0.12296274863183498,260.24141747035753
157,1775663557.2843559,0.1227684635668993,260.65325793185053
158,1775663557.4770522,0.12222047336399555,261.82192818627027
159,1775663557.663269,0.12212312407791615,262.0306370444928
160,1775663557.8549347,0.12215899489820004,261.95369425449906
161,1775663558.0407374,0.12222225219011307,261.8181176225173
162,1775663558.2318277,0.12253881990909576,261.1417347069189
163,1775663558.4198027,0.12212061509490013,262.0360204960706
164,1775663558.6089315,0.1229996308684349,260.16338239444326
165,1775663558.8003843,0.12200278975069523,262.2890842528267
166,1775663558.994006,0.12247325852513313,261.2815269664208
167,1775663559.179931,0.12207653932273388,262.1306286820727
168,1775663559.3723187,0.12243617698550224,261.36065979738277
169,1775663559.5593193,0.1225796528160572,261.05474493404824
170,1775663559.7542126,0.12240640819072723,261.4242217624692
171,1775663559.9484005,0.12538770027458668,255.20844492660095
172,1775663560.1360617,0.12223093584179878,261.79951727946354
173,1775663560.3287501,0.12289455533027649,260.38582355418987
174,1775663560.5254338,0.12275093235075474,260.69048427723203
175,1775663560.715951,0.12228090688586235,261.6925308696718
176,1775663560.9103417,0.12325073592364788,259.6333381718999
177,1775663561.099606,0.12222465500235558,261.81297054496315
178,1775663561.2928083,0.12238549813628197,261.4688871418941
179,1775663561.4792929,0.12214198336005211,261.99017831297107
180,1775663561.670437,0.12287991866469383,260.4168390387641
181,1775663561.8577468,0.12263707257807255,260.9325167936338
182,1775663562.0445309,0.12268827296793461,260.8236241809632
183,1775663562.2308931,0.12240012735128403,261.43763648350733
184,1775663562.417794,0.1221022717654705,262.07538596386155
185,1775663562.6054044,0.12280774489045143,260.5698852995392
186,1775663562.79606,0.12210272438824177,262.0744144762222
187,1775663562.9828498,0.12265132367610931,260.9021985323517
188,1775663563.1700308,0.1224665567278862,261.2958252031385
189,1775663563.3565156,0.12213252484798431,262.0104680536958
190,1775663563.54743,0.12621736526489258,253.53088248072325
191,1775663563.7339833,0.1224006898701191,261.43643499032237
192,1775663563.9289963,0.1229603961110115,260.2463964991594
193,1775663564.1155298,0.12210064008831978,262.07888817661603
194,1775663564.3027751,0.12285864539444447,260.4619308414335
195,1775663564.4983766,0.12237368896603584,261.4941191229548
196,1775663564.68681,0.12301221676170826,260.1367639930304
197,1775663564.877945,0.1221748348325491,261.91973202876596
198,1775663565.0687165,0.122828034684062,260.52684211963765
199,1775663565.255935,0.12220161594450474,261.8623309738565
200,1775663565.443153,0.12251518853008747,261.1921051090036
201,1775663565.631408,0.12238955497741699,261.460220244322
202,1775663565.8242943,0.12269072234630585,260.81841713896716
203,1775663566.0104437,0.12264799140393734,260.90928708819206
204,1775663566.200851,0.12228919751942158,261.67478934447877
205,1775663566.3879879,0.12297055497765541,260.2248969748459
206,1775663566.5750167,0.1221151314675808,262.04778732515535
207,1775663566.7642307,0.12311271950602531,259.92440203088745
208,1775663566.9569018,0.1221185028553009,262.04055283839364
209,1775663567.146172,0.12524598836898804,255.49720527355007
210,1775663567.3313148,0.12239593639969826,261.44658835322974
211,1775663567.5165904,0.12206107191741467,262.16384550228173
212,1775663567.7104023,0.12246154993772507,261.3065081756098
213,1775663567.9053729,0.1229674480855465,260.2314718098249
214,1775663568.0960252,0.12208221852779388,262.1184344935107
215,1775663568.2879016,0.1229817196726799,260.2012728816047
216,1775663568.4815652,0.12267244420945644,260.85727896121284
217,1775663568.669192,0.12243500724434853,261.36315683092414
218,1775663568.8551083,0.1220659650862217,262.1533363325043
219,1775663569.0475338,0.12322144396603107,259.69505769484056
220,1775663569.2387114,0.12217542342841625,261.91847019666034
221,1775663569.431464,0.12239309959113598,261.45264812230903
222,1775663569.6175115,0.12200618907809258,262.28177637380134
223,1775663569.8080118,0.12286672741174698,260.4447979863795
224,1775663569.9955983,0.12230701558291912,261.6366677535788
225,1775663570.1876285,0.12262402288615704,260.96028532442205
226,1775663570.3732367,0.12209489196538925,262.09122662618165
227,1775663570.5663054,0.1229137685149908,260.34512151579844
228,1775663570.7602823,0.12252271175384521,261.1760672118467
229,1775663570.9515328,0.1222312469035387,261.7988510356395
230,1775663571.1451383,0.12425430864095688,257.5363409929442
231,1775663571.3324578,0.12203868292272091,262.2119416043149
232,1775663571.5236425,0.122786033898592,260.61595919311594
233,1775663571.711039,0.12225296534597874,261.7523420347249
234,1775663571.9049344,0.12276284582912922,260.66518565837146
235,1775663572.0919137,0.1221697237342596,261.930689714954
