step,wall_timestamp,phase,duration_sec,gpu_mem_mb,nvml_mem_query_sec,nvml_util_query_sec,psutil_query_sec,gpu_util_pct,cpu_util_pct,ram_mb
0,1775663954.0608602,forward,0.17185225151479244,6743.25,0.0001249518245458603,0.0,0.0,,,
0,1775663954.1913943,backward,0.13033652491867542,7523.25,9.614415466785431e-05,0.0,0.0,,,
0,1775663954.20534,optimizer,0.012143518775701523,7523.25,4.112161695957184e-05,0.0011518392711877823,0.000557389110326767,17.0,0.5,20388.56640625
1,1775663954.3395216,forward,0.03657049871981144,7523.25,9.015947580337524e-05,0.0,0.0,,,
1,1775663954.4209404,backward,0.08126555196940899,7523.25,9.224377572536469e-05,0.0,0.0,,,
1,1775663954.429357,optimizer,0.0025457050651311874,7523.25,2.5700777769088745e-05,0.005267711356282234,0.000505080446600914,58.0,0.9,20429.7734375
2,1775663954.5452561,forward,0.035894354805350304,7523.25,8.650124073028564e-05,0.0,0.0,,,
2,1775663954.6267676,backward,0.08136769197881222,7523.25,9.076111018657684e-05,0.0,0.0,,,
2,1775663954.6303167,optimizer,0.002477414906024933,7523.25,3.045983612537384e-05,0.0005074292421340942,0.0004675164818763733,56.0,0.9,20486.12890625
3,1775663954.7340076,forward,0.035854775458574295,7523.25,8.829310536384583e-05,0.0,0.0,,,
3,1775663954.8151543,backward,0.0809993464499712,7523.25,9.489990770816803e-05,0.0,0.0,,,
3,1775663954.8187783,optimizer,0.002467012032866478,7523.25,2.46390700340271e-05,0.0005953200161457062,0.00047037750482559204,56.0,0.9,20504.5859375
4,1775663954.9230068,forward,0.0363016314804554,7523.25,8.621998131275177e-05,0.0,0.0,,,
4,1775663955.0045443,backward,0.08139331266283989,7523.25,9.319186210632324e-05,0.0,0.0,,,
4,1775663955.0085287,optimizer,0.0026081446558237076,7523.25,2.3970380425453186e-05,0.0008155535906553268,0.00046792812645435333,62.0,0.9,20504.5859375
5,1775663955.1145623,forward,0.035874977707862854,7523.25,8.763186633586884e-05,0.0,0.0,,,
5,1775663955.1957128,backward,0.08100448548793793,7523.25,9.486265480518341e-05,0.0,0.0,,,
5,1775663955.199333,optimizer,0.002562703564763069,7523.25,2.4858862161636353e-05,0.0004870407283306122,0.00047989748418331146,59.0,0.8,20507.5390625
6,1775663955.3032908,forward,0.035860346630215645,7523.25,8.590146899223328e-05,0.0,0.0,,,
6,1775663955.3848379,backward,0.08140232227742672,7523.25,9.221024811267853e-05,0.0,0.0,,,
6,1775663955.3890407,optimizer,0.0026009175926446915,7523.25,2.39592045545578e-05,0.0010450482368469238,0.0004641003906726837,59.0,0.8,20507.7734375
7,1775663955.495981,forward,0.0358723271638155,7523.25,8.721090853214264e-05,0.0,0.0,,,
7,1775663955.5772448,backward,0.08112067729234695,7523.25,9.242258965969086e-05,0.0,0.0,,,
7,1775663955.5810015,optimizer,0.002589493989944458,7523.25,2.3912638425827026e-05,0.0006040595471858978,0.00047270022332668304,59.0,0.8,20507.7734375
8,1775663955.693193,forward,0.03627581149339676,7523.25,8.925050497055054e-05,0.0,0.0,,,
8,1775663955.7744203,backward,0.08108330704271793,7523.25,9.192898869514465e-05,0.0,0.0,,,
8,1775663955.778066,optimizer,0.002571515738964081,7523.25,2.527981996536255e-05,0.0005053393542766571,0.00047700852155685425,59.0,0.9,20507.7734375
9,1775663955.8891509,forward,0.035960759967565536,7523.25,8.670985698699951e-05,0.0,0.0,,,
9,1775663955.9703727,backward,0.08107592537999153,7523.25,9.16607677936554e-05,0.0,0.0,,,
9,1775663955.9740045,optimizer,0.0025736652314662933,7523.25,2.4842098355293274e-05,0.0004991553723812103,0.00047009997069835663,59.0,0.9,20507.7734375
10,1775663956.079746,forward,0.035889895632863045,7523.25,8.77920538187027e-05,0.0,0.0,,,
10,1775663956.1614466,backward,0.08155256323516369,7523.25,9.504146873950958e-05,0.0,0.0,,,
10,1775663956.1654947,optimizer,0.0025971662253141403,7523.25,2.57100909948349e-05,0.0008868258446455002,0.00047239847481250763,59.0,0.9,20507.7734375
11,1775663956.2640796,forward,0.035905275493860245,7523.25,0.00010278448462486267,0.0,0.0,,,
11,1775663956.345737,backward,0.0814709234982729,7523.25,9.201280772686005e-05,0.0,0.0,,,
11,1775663956.3496208,optimizer,0.0027371570467948914,7523.25,2.6011839509010315e-05,0.0005052797496318817,0.0005456097424030304,59.0,0.8,20507.7734375
12,1775663956.4576395,forward,0.03594083897769451,7523.25,8.81534069776535e-05,0.0,0.0,,,
12,1775663956.5390196,backward,0.08123779855668545,7523.25,9.308941662311554e-05,0.0,0.0,,,
12,1775663956.5431297,optimizer,0.002566436305642128,7523.25,2.6639550924301147e-05,0.0009761583060026169,0.000472215935587883,59.0,0.9,20513.92578125
13,1775663956.6434946,forward,0.03587726876139641,7523.25,8.573196828365326e-05,0.0,0.0,,,
13,1775663956.7250063,backward,0.08136389032006264,7523.25,9.383261203765869e-05,0.0,0.0,,,
13,1775663956.7288775,optimizer,0.0025792643427848816,7523.25,2.6132911443710327e-05,0.0007322207093238831,0.00046725571155548096,65.0,0.8,20513.92578125
14,1775663956.834978,forward,0.03586243651807308,7523.25,8.570216596126556e-05,0.0,0.0,,,
14,1775663956.916233,backward,0.08109115622937679,7523.25,0.00011061131954193115,0.0,0.0,,,
14,1775663956.9200428,optimizer,0.002663996070623398,7523.25,2.5190412998199463e-05,0.000497087836265564,0.0004926100373268127,63.0,1.0,20513.6796875
15,1775663957.0245101,forward,0.03593562729656696,7523.25,8.408166468143463e-05,0.0,0.0,,,
15,1775663957.105945,backward,0.0812943521887064,7523.25,9.10293310880661e-05,0.0,0.0,,,
15,1775663957.1095912,optimizer,0.002566944807767868,7523.25,2.5643035769462585e-05,0.0004994180053472519,0.0004855375736951828,64.0,0.8,20513.6796875
16,1775663957.2092524,forward,0.03593187779188156,7523.25,8.796155452728271e-05,0.0,0.0,,,
16,1775663957.290479,backward,0.08108252845704556,7523.25,9.332038462162018e-05,0.0,0.0,,,
16,1775663957.2941046,optimizer,0.002564605325460434,7523.25,2.5251880288124084e-05,0.0005004964768886566,0.00046732835471630096,66.0,0.8,20513.6796875
17,1775663957.3941183,forward,0.03587082587182522,7523.25,8.605234324932098e-05,0.0,0.0,,,
17,1775663957.4753993,backward,0.08113645762205124,7523.25,9.321235120296478e-05,0.0,0.0,,,
17,1775663957.4788868,optimizer,0.0024417415261268616,7523.25,2.2780150175094604e-05,0.0004919283092021942,0.00047132745385169983,66.0,0.9,20514.89453125
18,1775663957.5862107,forward,0.035867465659976006,7523.25,8.744187653064728e-05,0.0,0.0,,,
18,1775663957.6676078,backward,0.08125253021717072,7523.25,9.275972843170166e-05,0.0,0.0,,,
18,1775663957.6712391,optimizer,0.00256466306746006,7523.25,2.5579705834388733e-05,0.0005068983882665634,0.00047121942043304443,62.0,0.8,20514.89453125
19,1775663957.7810996,forward,0.036560917273163795,7523.25,0.00010068342089653015,0.0,0.0,,,
19,1775663957.862895,backward,0.08165397495031357,7523.25,9.124539792537689e-05,0.0,0.0,,,
19,1775663957.867086,optimizer,0.0026042237877845764,7523.25,2.5540590286254883e-05,0.0009976774454116821,0.000490088015794754,61.0,0.9,20524.0
20,1775663957.975043,forward,0.03586025722324848,7523.25,8.701346814632416e-05,0.0,0.0,,,
20,1775663958.0564694,backward,0.08128081634640694,7523.25,9.340234100818634e-05,0.0,0.0,,,
20,1775663958.0602782,optimizer,0.0025831349194049835,7523.25,2.3759901523590088e-05,0.0006670597940683365,0.0004725959151983261,62.0,0.9,20504.1875
21,1775663958.1686587,forward,0.03595570661127567,7523.25,8.936971426010132e-05,0.0,0.0,,,
21,1775663958.249919,backward,0.08111774548888206,7523.25,9.068101644515991e-05,0.0,0.0,,,
21,1775663958.2535603,optimizer,0.002579526975750923,7523.25,2.4398788809776306e-05,0.0004919115453958511,0.0004822574555873871,62.0,0.9,20504.1875
22,1775663958.3607612,forward,0.03589041903614998,7523.25,8.331052958965302e-05,0.0,0.0,,,
22,1775663958.4424582,backward,0.08155491203069687,7523.25,9.199045598506927e-05,0.0,0.0,,,
22,1775663958.4463708,optimizer,0.0024657752364873886,7523.25,2.5171786546707153e-05,0.0008890759199857712,0.00046812742948532104,62.0,0.8,20504.43359375
23,1775663958.5525935,forward,0.035907067358493805,7523.25,8.683279156684875e-05,0.0,0.0,,,
23,1775663958.6341443,backward,0.08138560131192207,7523.25,9.282305836677551e-05,0.0,0.0,,,
23,1775663958.6377847,optimizer,0.002569817006587982,7523.25,2.489238977432251e-05,0.0005004275590181351,0.0004815291613340378,63.0,0.8,20508.86328125
24,1775663958.7386901,forward,0.035871878266334534,7523.25,8.648820221424103e-05,0.0,0.0,,,
24,1775663958.8203638,backward,0.0815139040350914,7523.25,9.321048855781555e-05,0.0,0.0,,,
24,1775663958.8257668,optimizer,0.0025782138109207153,7523.25,2.5838613510131836e-05,0.002254750579595566,0.0004816371947526932,66.0,0.9,20508.86328125
25,1775663958.9335833,forward,0.035880886018276215,7523.25,9.316205978393555e-05,0.0,0.0,,,
25,1775663959.0148597,backward,0.0811300165951252,7523.25,9.389221668243408e-05,0.0,0.0,,,
25,1775663959.018494,optimizer,0.0025707054883241653,7523.25,2.4760141968727112e-05,0.0005003083497285843,0.0004711207002401352,66.0,0.8,20508.86328125
26,1775663959.1181517,forward,0.03587013855576515,7523.25,8.62516462802887e-05,0.0,0.0,,,
