timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-04-04T17:54:31,resnet152_energy_bs64,1f9d8852-83cd-4d1a-94f1-eae773f88554,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,301.7150914333761,0.0001935176360896934,6.413919674032131e-07,360.0,0.0,10.0,0.03006106186248362,0.018253152102502668,0.0008349317895765934,0.049149145754562855,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N,1.0,0.0
