step,wall_timestamp,phase,duration_sec,gpu_mem_mb,nvml_mem_query_sec,nvml_util_query_sec,psutil_query_sec,gpu_util_pct,cpu_util_pct,ram_mb
0,1775661211.0650563,forward,0.30628957226872444,23065.25,0.0001065228134393692,0.0,0.0,,,
0,1775661211.5316198,backward,0.4663544464856386,24989.25,0.00010432302951812744,0.0,0.0,,,
0,1775661211.545489,optimizer,0.012142101302742958,24989.25,4.5143067836761475e-05,0.0010383762419223785,0.0005740392953157425,89.0,0.5,20519.859375
1,1775661212.1199524,forward,0.19393223337829113,24989.25,0.00012775324285030365,0.0,0.0,,,
1,1775661212.5217288,backward,0.4015179630368948,24989.25,9.688176214694977e-05,0.0,0.0,,,
1,1775661212.5260103,optimizer,0.0027216244488954544,24989.25,2.9539689421653748e-05,0.0008357353508472443,0.0006123092025518417,100.0,0.8,20778.875
2,1775661213.0233288,forward,0.19397477246820927,24989.25,0.00012018345296382904,0.0,0.0,,,
2,1775661213.425069,backward,0.40154554322361946,24989.25,0.00011638179421424866,0.0,0.0,,,
2,1775661213.4297838,optimizer,0.003140019252896309,24989.25,2.784840762615204e-05,0.0008779242634773254,0.0005281083285808563,100.0,0.8,20781.0390625
3,1775661213.923333,forward,0.19393840245902538,24989.25,9.665265679359436e-05,0.0,0.0,,,
3,1775661214.3252215,backward,0.40172023698687553,24989.25,9.582191705703735e-05,0.0,0.0,,,
3,1775661214.32937,optimizer,0.003020675852894783,24989.25,2.7099624276161194e-05,0.0005152970552444458,0.0004793945699930191,100.0,0.8,20781.7265625
4,1775661214.8314068,forward,0.1940284315496683,24989.25,9.757094085216522e-05,0.0,0.0,,,
4,1775661215.2332044,backward,0.4016247447580099,24989.25,9.535066783428192e-05,0.0,0.0,,,
4,1775661215.237106,optimizer,0.0027768313884735107,24989.25,2.8720125555992126e-05,0.0005228780210018158,0.0004775580018758774,100.0,0.8,20777.296875
5,1775661215.728703,forward,0.19394849427044392,24989.25,9.720213711261749e-05,0.0,0.0,,,
5,1775661216.1306026,backward,0.40170654468238354,24989.25,0.00011272169649600983,0.0,0.0,,,
5,1775661216.1344414,optimizer,0.002643521875143051,24989.25,2.845190465450287e-05,0.0005081966519355774,0.0005393587052822113,100.0,0.8,20780.203125
6,1775661216.631912,forward,0.1940269824117422,24989.25,0.00010651908814907074,0.0,0.0,,,
6,1775661217.0338135,backward,0.401696166023612,24989.25,9.590201079845428e-05,0.0,0.0,,,
6,1775661217.0376203,optimizer,0.002685612067580223,24989.25,2.5020912289619446e-05,0.0005243588238954544,0.0004973281174898148,100.0,0.8,20780.375
7,1775661217.5135558,forward,0.19399825297296047,24989.25,0.00011675246059894562,0.0,0.0,,,
7,1775661217.9157124,backward,0.40191131830215454,24989.25,9.377114474773407e-05,0.0,0.0,,,
7,1775661217.9195094,optimizer,0.002623332664370537,24989.25,2.4799257516860962e-05,0.0005676168948411942,0.00050387904047966,100.0,0.8,20782.734375
8,1775661218.4105494,forward,0.19390215165913105,24989.25,9.681098163127899e-05,0.0,0.0,,,
8,1775661218.8124783,backward,0.40173008665442467,24989.25,0.00011958181858062744,0.0,0.0,,,
8,1775661218.8168888,optimizer,0.0032155290246009827,24989.25,2.7691945433616638e-05,0.0005182176828384399,0.0005071274936199188,100.0,0.8,20779.85546875
9,1775661219.2871933,forward,0.1940564662218094,24989.25,9.597279131412506e-05,0.0,0.0,,,
9,1775661219.6892152,backward,0.4018415976315737,24989.25,9.610317647457123e-05,0.0,0.0,,,
9,1775661219.6933987,optimizer,0.003050917759537697,24989.25,2.714991569519043e-05,0.0005262978374958038,0.00047688744962215424,100.0,0.8,20792.94921875
10,1775661220.1880205,forward,0.19392697140574455,24989.25,9.513087570667267e-05,0.0,0.0,,,
10,1775661220.589939,backward,0.4017415065318346,24989.25,9.441189467906952e-05,0.0,0.0,,,
10,1775661220.5936124,optimizer,0.002556290477514267,24989.25,2.3290514945983887e-05,0.0005145296454429626,0.0004923678934574127,100.0,0.8,20779.33984375
11,1775661221.1098764,forward,0.19403838366270065,24989.25,9.510107338428497e-05,0.0,0.0,,,
11,1775661221.5116398,backward,0.40159081295132637,24989.25,9.53134149312973e-05,0.0,0.0,,,
11,1775661221.5153084,optimizer,0.0025711506605148315,24989.25,2.4121254682540894e-05,0.0005153082311153412,0.00047931820154190063,100.0,0.8,20783.6953125
12,1775661222.0087104,forward,0.19407250359654427,24989.25,0.0001193024218082428,0.0,0.0,,,
12,1775661222.4101455,backward,0.401254927739501,24989.25,9.582005441188812e-05,0.0,0.0,,,
12,1775661222.4138796,optimizer,0.002571919932961464,24989.25,2.7371570467948914e-05,0.000513346865773201,0.0005423203110694885,100.0,0.8,20801.1953125
13,1775661222.9019392,forward,0.19412533566355705,24989.25,0.00011683069169521332,0.0,0.0,,,
13,1775661223.3040912,backward,0.40196146070957184,24989.25,9.451992809772491e-05,0.0,0.0,,,
13,1775661223.308073,optimizer,0.0026522018015384674,24989.25,2.61794775724411e-05,0.0007202010601758957,0.0004920978099107742,100.0,0.8,20804.79296875
14,1775661223.800687,forward,0.19411023519933224,24989.25,0.0001095011830329895,0.0,0.0,,,
14,1775661224.2026038,backward,0.4016894642263651,24989.25,9.591132402420044e-05,0.0,0.0,,,
14,1775661224.2067783,optimizer,0.0026215333491563797,24989.25,2.5950372219085693e-05,0.0009509250521659851,0.0004975777119398117,100.0,0.8,20805.0390625
15,1775661224.6882975,forward,0.19403712451457977,24989.25,0.00013040192425251007,0.0,0.0,,,
15,1775661225.0900414,backward,0.40157325379550457,24989.25,9.737350046634674e-05,0.0,0.0,,,
15,1775661225.093721,optimizer,0.0025723129510879517,24989.25,2.614036202430725e-05,0.0005188081413507462,0.0004864595830440521,100.0,0.8,20805.09765625
16,1775661225.5769022,forward,0.19442427903413773,24989.25,0.00011698156595230103,0.0,0.0,,,
16,1775661225.9786437,backward,0.4015680346637964,24989.25,9.737163782119751e-05,0.0,0.0,,,
16,1775661225.9827428,optimizer,0.002605881541967392,24989.25,2.3731961846351624e-05,0.0008948240429162979,0.0004903543740510941,100.0,0.8,20781.53125
17,1775661226.4800568,forward,0.19406351260840893,24989.25,9.636394679546356e-05,0.0,0.0,,,
17,1775661226.8822973,backward,0.4020415134727955,24989.25,9.66005027294159e-05,0.0,0.0,,,
17,1775661226.8863373,optimizer,0.0025658421218395233,24989.25,2.3420900106430054e-05,0.000895131379365921,0.00047864019870758057,100.0,0.8,20781.2109375
18,1775661227.3749082,forward,0.19391379319131374,24989.25,9.702146053314209e-05,0.0,0.0,,,
18,1775661227.7769969,backward,0.4019053280353546,24989.25,9.866990149021149e-05,0.0,0.0,,,
18,1775661227.781037,optimizer,0.002584211528301239,24989.25,2.6579946279525757e-05,0.0008771959692239761,0.00047763437032699585,100.0,0.8,20814.33984375
19,1775661228.2658594,forward,0.19415792636573315,24989.25,9.679049253463745e-05,0.0,0.0,,,
19,1775661228.6676567,backward,0.40161710418760777,24989.25,9.843334555625916e-05,0.0,0.0,,,
19,1775661228.6712863,optimizer,0.002566419541835785,24989.25,2.7082860469818115e-05,0.0004778187721967697,0.0004810672253370285,100.0,0.8,20837.87109375
20,1775661229.1434999,forward,0.19396484456956387,24989.25,9.50787216424942e-05,0.0,0.0,,,
20,1775661229.5455513,backward,0.4018431082367897,24989.25,0.00012494251132011414,0.0,0.0,,,
20,1775661229.549406,optimizer,0.002643231302499771,24989.25,2.4709850549697876e-05,0.0005239900201559067,0.000536307692527771,100.0,0.8,20838.51171875
21,1775661230.0137851,forward,0.19388475269079208,24989.25,9.420141577720642e-05,0.0,0.0,,,
21,1775661230.4158235,backward,0.4018720965832472,24989.25,8.738227188587189e-05,0.0,0.0,,,
21,1775661230.4198313,optimizer,0.002589672803878784,24989.25,2.5060027837753296e-05,0.0008347537368535995,0.0004798565059900284,100.0,0.8,20840.140625
22,1775661230.9006608,forward,0.1939976029098034,24989.25,0.00011593103408813477,0.0,0.0,,,
22,1775661231.302536,backward,0.4016832448542118,24989.25,9.503215551376343e-05,0.0,0.0,,,
22,1775661231.3062983,optimizer,0.0026506949216127396,24989.25,2.758018672466278e-05,0.0005197357386350632,0.0004826802760362625,100.0,0.8,20839.5546875
23,1775661231.7928512,forward,0.19383718818426132,24989.25,9.584426879882812e-05,0.0,0.0,,,
23,1775661232.194815,backward,0.4017925951629877,24989.25,9.407103061676025e-05,0.0,0.0,,,
23,1775661232.1984773,optimizer,0.0025608204305171967,24989.25,2.3420900106430054e-05,0.0005229581147432327,0.0004780162125825882,100.0,0.8,20840.046875
24,1775661232.7022245,forward,0.19401519373059273,24989.25,9.726174175739288e-05,0.0,0.0,,,
24,1775661233.1040916,backward,0.40169533528387547,24989.25,9.622983634471893e-05,0.0,0.0,,,
24,1775661233.1077473,optimizer,0.002568639814853668,24989.25,2.8859823942184448e-05,0.0005073808133602142,0.00047570839524269104,100.0,0.8,20780.41015625
25,1775661233.5828516,forward,0.19386979192495346,24989.25,0.0001160111278295517,0.0,0.0,,,
25,1775661233.9846878,backward,0.4016702938824892,24989.25,9.442120790481567e-05,0.0,0.0,,,
25,1775661233.988407,optimizer,0.0026041027158498764,24989.25,2.6749446988105774e-05,0.0005148891359567642,0.0004985779523849487,100.0,0.8,20781.56640625
26,1775661234.4603412,forward,0.19394709169864655,24989.25,9.708106517791748e-05,0.0,0.0,,,
26,1775661234.8620815,backward,0.4015613216906786,24989.25,9.632110595703125e-05,0.0,0.0,,,
26,1775661234.8656478,optimizer,0.002501692622900009,24989.25,2.5199726223945618e-05,0.000463215634226799,0.0005016159266233444,100.0,0.8,20801.203125
27,1775661235.3352728,forward,0.19458636455237865,24989.25,0.00012263283133506775,0.0,0.0,,,
27,1775661235.7369814,backward,0.40152854286134243,24989.25,9.718164801597595e-05,0.0,0.0,,,
27,1775661235.7410455,optimizer,0.002541651949286461,24989.25,2.5739893317222595e-05,0.0009065158665180206,0.0005057193338871002,100.0,0.8,20778.859375
28,1775661236.229418,forward,0.1939498521387577,24989.25,9.793229401111603e-05,0.0,0.0,,,
28,1775661236.6312528,backward,0.4016567450016737,24989.25,9.695254266262054e-05,0.0,0.0,,,
28,1775661236.6348853,optimizer,0.0025376901030540466,24989.25,2.4098902940750122e-05,0.000516379252076149,0.00047625601291656494,100.0,0.8,20797.56640625
29,1775661237.1301699,forward,0.19426170736551285,24989.25,9.600259363651276e-05,0.0,0.0,,,
29,1775661237.5318234,backward,0.40147968381643295,24989.25,9.648874402046204e-05,0.0,0.0,,,
29,1775661237.5354228,optimizer,0.002507338300347328,24989.25,2.4631619453430176e-05,0.0005160477012395859,0.00047693774104118347,100.0,0.8,20775.19921875
30,1775661238.0271611,forward,0.19397998228669167,24989.25,9.444169700145721e-05,0.0,0.0,,,
30,1775661238.4288816,backward,0.40154559165239334,24989.25,9.674206376075745e-05,0.0,0.0,,,
30,1775661238.4324932,optimizer,0.002512160688638687,24989.25,2.6222318410873413e-05,0.0005150586366653442,0.0004798267036676407,100.0,0.8,20778.0546875
31,1775661238.937684,forward,0.19410200417041779,24989.25,9.801238775253296e-05,0.0,0.0,,,
31,1775661239.3395345,backward,0.4016729649156332,24989.25,9.72207635641098e-05,0.0,0.0,,,
31,1775661239.3431954,optimizer,0.0025653690099716187,24989.25,2.5181099772453308e-05,0.0005149953067302704,0.00047666020691394806,100.0,0.8,20780.21875
32,1775661239.8276725,forward,0.19389106146991253,24989.25,9.77925956249237e-05,0.0,0.0,,,
32,1775661240.2297423,backward,0.40189994871616364,24989.25,9.480863809585571e-05,0.0,0.0,,,
32,1775661240.2333407,optimizer,0.0024995990097522736,24989.25,2.5041401386260986e-05,0.000515257939696312,0.0004775878041982651,100.0,0.8,20776.69921875
