step,wall_timestamp,duration_sec,throughput_samples_sec,gpu_util_pct,gpu_mem_mb,cpu_util_pct,ram_mb
0,1775420217.9725978,0.45035477727651596,142.11018341369623,62.0,482.5244140625,0.9,20308.5
1,1775420218.4312255,0.2701403871178627,236.91385313694946,58.0,487.3994140625,1.3,20450.82421875
2,1775420218.8440177,0.2698801700025797,237.14228429375987,52.0,487.3994140625,1.3,20471.4140625
3,1775420219.2590754,0.2695899661630392,237.3975593783594,44.0,487.3994140625,1.3,20468.66015625
4,1775420219.6792278,0.2711121402680874,236.06467765225872,35.0,487.3994140625,1.3,20445.69140625
5,1775420220.0896072,0.26962616853415966,237.36568430260385,99.0,487.3994140625,1.2,20469.55078125
6,1775420220.4992661,0.2697757873684168,237.23404025357917,99.0,487.3994140625,1.3,20469.1796875
7,1775420220.9146957,0.2694769576191902,237.4971150239911,99.0,487.3994140625,1.3,20470.77734375
8,1775420221.322451,0.2704140078276396,236.6741298431302,99.0,487.3994140625,1.4,20447.390625
9,1775420221.7322896,0.2697653006762266,237.24326234534163,99.0,487.3994140625,1.2,20459.1875
10,1775420222.1478615,0.27002962306141853,237.0110333614884,99.0,487.3994140625,1.3,20459.3671875
11,1775420222.5578926,0.2697497792541981,237.25691334000962,94.0,487.3994140625,1.3,20469.57421875
12,1775420222.974063,0.2702470477670431,236.82034837682642,86.0,487.3994140625,1.2,20469.171875
13,1775420223.4047532,0.269377151504159,237.58510936296648,71.0,487.3994140625,1.3,20470.45703125
14,1775420223.8125973,0.26993105188012123,237.09758308363487,67.0,487.3994140625,1.3,20471.0703125
15,1775420224.233159,0.2712999526411295,235.90125754521603,57.0,487.3994140625,1.3,20447.56640625
16,1775420224.6566114,0.2696793098002672,237.31891055120383,45.0,487.3994140625,1.3,20471.61328125
17,1775420225.072816,0.2695005442947149,237.47632928715788,37.0,487.3994140625,1.3,20472.71875
18,1775420225.4829648,0.2715272977948189,235.70374146455785,99.0,487.3994140625,1.3,20448.4765625
19,1775420225.8942852,0.2696409560739994,237.35266679011494,99.0,487.3994140625,1.3,20470.80078125
20,1775420226.3001947,0.26951789483428,237.46104146202256,100.0,487.3994140625,1.2,20472.28125
21,1775420226.7081115,0.2699875012040138,237.04801042489345,99.0,487.3994140625,1.3,20470.29296875
22,1775420227.124879,0.26970705948770046,237.29449322374379,99.0,487.3994140625,1.3,20470.87890625
23,1775420227.5302477,0.2693326026201248,237.6244070617311,99.0,487.3994140625,1.3,20471.984375
24,1775420227.9453316,0.2697237078100443,237.27984654976143,99.0,487.3994140625,1.3,20471.3671875
25,1775420228.363957,0.2696813363581896,237.31712718523272,90.0,487.3994140625,1.3,20471.79296875
26,1775420228.7814784,0.26982483826577663,237.19091396975173,82.0,487.3994140625,1.2,20471.99609375
27,1775420229.1875997,0.26950084418058395,237.47606503642575,78.0,487.3994140625,1.2,20472.40625
28,1775420229.5913913,0.26928544230759144,237.66602253565554,76.0,487.3994140625,1.3,20473.08203125
29,1775420230.003283,0.26940666139125824,237.5590851001752,70.0,487.3994140625,1.2,20453.44140625
30,1775420230.4234006,0.27057699114084244,236.53156807663044,61.0,487.3994140625,1.2,20451.2890625
31,1775420230.8432932,0.2693750821053982,237.586934544149,50.0,487.3994140625,1.2,20453.9140625
32,1775420231.2681432,0.26971339993178844,237.28891488589682,38.0,487.3994140625,1.3,20450.56640625
33,1775420231.688054,0.26931107230484486,237.64340415813143,100.0,487.3994140625,1.2,20466.9296875
34,1775420232.095606,0.2693844810128212,237.5786450629053,100.0,487.3994140625,1.3,20452.5078125
35,1775420232.5178652,0.2697861101478338,237.22496300839998,99.0,487.3994140625,1.3,20452.52734375
36,1775420232.9409153,0.26931544207036495,237.63954828582948,100.0,487.3994140625,1.3,20452.25390625
37,1775420233.3596084,0.2692273985594511,237.7172618479521,92.0,487.3994140625,1.2,20451.78125
38,1775420233.7764552,0.2696272674947977,237.3647168353803,83.0,487.3994140625,1.2,20454.015625
39,1775420234.197359,0.269516346976161,237.46240522346076,73.0,487.3994140625,1.3,20457.640625
40,1775420234.6025891,0.26930397376418114,237.6496681628704,70.0,487.3994140625,1.2,20470.06640625
41,1775420235.008895,0.26978494971990585,237.22598338582492,67.0,487.3994140625,1.2,20473.8203125
42,1775420235.4160612,0.2696087881922722,237.3809860914409,63.0,487.3994140625,1.2,20473.69921875
43,1775420235.8356612,0.2693097125738859,237.64460400751946,53.0,487.3994140625,1.2,20474.0625
44,1775420236.252862,0.269530713558197,237.44974795305149,45.0,487.3994140625,1.2,20474.18359375
45,1775420236.6580975,0.2693772129714489,237.58505515009287,42.0,487.3994140625,1.2,20474.05859375
46,1775420237.0762208,0.27104729041457176,236.12115768473774,98.0,487.3994140625,1.2,20450.3671875
47,1775420237.4869397,0.2693222314119339,237.63355763271798,100.0,487.3994140625,1.2,20455.55078125
48,1775420237.895487,0.27014198526740074,236.91245156375612,100.0,487.3994140625,1.3,20452.6953125
49,1775420238.3132806,0.26956173591315746,237.42242118747285,100.0,487.3994140625,1.2,20468.81640625
50,1775420238.7194667,0.2693767827004194,237.58543464072767,100.0,487.3994140625,1.2,20456.49609375
51,1775420239.1381092,0.2693313919007778,237.62547524938245,100.0,487.3994140625,1.2,20454.30078125
52,1775420239.5570555,0.26942634396255016,237.54173054768503,92.0,487.3994140625,1.2,20453.3359375
53,1775420239.9786685,0.26979331858456135,237.2186247449285,81.0,487.3994140625,1.2,20452.86328125
54,1775420240.3980198,0.2693472523242235,237.61148275223826,71.0,487.3994140625,1.3,20469.2265625
55,1775420240.8060634,0.2693826127797365,237.58029272783935,67.0,487.3994140625,1.3,20357.94140625
56,1775420241.22523,0.2693127319216728,237.64193970084497,58.0,487.3994140625,1.4,20353.2890625
57,1775420241.6492646,0.2698059603571892,237.2075098536446,46.0,487.3994140625,1.2,19254.5078125
58,1775420242.0584066,0.26925416104495525,237.69363396881513,41.0,487.3994140625,0.8,19254.52734375
59,1775420242.4755926,0.26942181400954723,237.54572448143378,99.0,487.3994140625,0.8,19250.13671875
60,1775420242.895835,0.26949165388941765,237.4841635216709,100.0,487.3994140625,0.9,19254.5859375
61,1775420243.3049188,0.2696234155446291,237.3681079246119,100.0,487.3994140625,0.8,19270.2109375
