timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-02-24T23:42:49,resnet152_carbon,03bf6389-f1c4-4f21-b8f4-53753459d2ae,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,889.6485169539228,0.0004249279319698625,4.776357447599394e-07,360.0,60.29203853696559,10.0,0.0889490868845023,0.01650229459071184,0.0024707970175607543,0.10792217849277487,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N,1.0,0.0
