step,loss
112,7.067072868347168
113,7.13921594619751
114,6.943207740783691
115,6.650440216064453
116,6.7529683113098145
117,6.766880035400391
118,7.310769557952881
119,6.9258832931518555
120,7.278555870056152
121,6.499355792999268
122,6.983475685119629
123,7.122211933135986
124,6.959131240844727
125,7.203622817993164
126,6.945280075073242
127,6.982019424438477
128,7.339137077331543
129,6.87162971496582
130,7.017465114593506
131,6.458683013916016
132,6.751363277435303
133,7.079822063446045
134,7.401559829711914
135,7.465054512023926
136,7.273124694824219
137,7.230675220489502
138,6.836818695068359
139,6.712815284729004
140,6.914726734161377
141,7.106187343597412
142,6.95754337310791
143,7.193839073181152
144,7.186563491821289
145,6.81468391418457
146,7.011044502258301
147,7.060433864593506
148,6.906660556793213
149,7.222208499908447
150,6.92166805267334
151,7.085350036621094
152,6.847477912902832
153,7.286820411682129
154,7.060016632080078
155,6.995410442352295
156,7.092954635620117
157,6.935748100280762
158,7.07120418548584
159,6.9494099617004395
160,7.00331974029541
161,7.312457084655762
162,7.242767810821533
163,6.864046096801758
164,7.378183364868164
165,7.453884124755859
166,6.745489597320557
167,7.041748046875
168,6.997681617736816
169,7.362696647644043
170,6.794683456420898
171,6.582596778869629
172,7.084167957305908
173,7.079357147216797
174,6.551454544067383
175,7.007055282592773
176,6.927475929260254
177,6.917172431945801
178,6.949610710144043
179,6.326540946960449
180,7.00263786315918
181,6.88712739944458
182,6.7979736328125
183,6.938389301300049
184,7.034641742706299
185,6.952876091003418
186,7.0446624755859375
187,7.093070030212402
188,7.070624351501465
189,6.873206615447998
190,7.073504447937012
191,7.172140598297119
192,7.121402740478516
193,6.9780426025390625
194,7.187248706817627
195,7.349785804748535
196,6.970969200134277
197,7.239336013793945
198,7.189733982086182
199,7.117876052856445
200,6.763367176055908
201,6.573189735412598
202,7.307044506072998
203,7.213920593261719
204,7.178412914276123
205,6.836284637451172
206,7.149284839630127
207,7.1726250648498535
208,6.625735282897949
209,7.081760406494141
210,7.587070465087891
211,7.042720794677734
212,7.324796676635742
213,6.954557418823242
214,6.70004940032959
215,7.233537673950195
216,7.306537628173828
217,7.2228522300720215
218,7.36215353012085
219,6.681954383850098
220,6.896910667419434
221,7.032892227172852
222,7.140164375305176
223,6.903696060180664
224,6.955853462219238
225,7.169598579406738
226,7.122347354888916
227,6.828681468963623
228,7.202484607696533
229,7.167360305786133
230,7.345341682434082
231,6.724210739135742
232,7.049935340881348
233,7.202471733093262
234,7.255844593048096
235,6.681063175201416
236,6.933035373687744
237,6.622997760772705
238,6.907437324523926
239,6.84340238571167
240,7.072310924530029
241,7.01072883605957
242,6.808279514312744
243,6.527841567993164
244,7.397492408752441
245,7.454901695251465
246,7.245798110961914
247,6.884420394897461
248,6.935728073120117
249,7.133984565734863
250,6.886858940124512
251,6.6428022384643555
252,6.852833271026611
253,7.083700180053711
254,7.318524360656738
255,7.083354473114014
256,7.119126319885254
257,7.150177001953125
258,6.948312759399414
259,6.9898295402526855
260,6.930593013763428
261,6.881324768066406
262,7.147117614746094
263,7.161086082458496
264,7.054266929626465
265,7.088611602783203
266,7.382218360900879
267,7.004212379455566
268,6.782397270202637
269,6.993706226348877
270,7.023322105407715
271,6.6059746742248535
272,6.756592273712158
273,7.0688982009887695
274,6.934282302856445
275,7.086560249328613
276,7.0154218673706055
277,7.191678047180176
278,7.195263862609863
279,6.849297046661377
280,7.237190246582031
281,6.938897132873535
282,6.978452682495117
283,7.1953630447387695
284,7.0914812088012695
285,7.055229663848877
286,6.876007080078125
287,7.125082015991211
288,7.017797946929932
289,6.70065450668335
290,7.131679534912109
291,6.842401027679443
292,6.904195785522461
293,7.136363983154297
294,7.227425575256348
295,7.000770568847656
296,6.947955131530762
297,7.198012351989746
298,7.098278522491455
299,7.048133850097656
300,7.049748420715332
301,7.009693145751953
302,6.919110298156738
303,7.218335151672363
304,6.917235374450684
305,6.606074810028076
306,7.130548477172852
307,7.032588005065918
308,7.135898113250732
309,7.142601013183594
310,7.124241828918457
311,7.071847438812256
312,6.956641674041748
313,6.692302703857422
314,7.011369705200195
315,6.834395408630371
316,7.137562274932861
317,6.633051872253418
318,6.898383140563965
319,6.653092384338379
320,7.106278896331787
321,6.7795305252075195
322,7.192714214324951
323,7.273202419281006
324,6.640286445617676
325,7.239779472351074
326,6.929748058319092
327,7.047504425048828
328,6.952540397644043
329,6.998456001281738
330,7.075785160064697
331,6.94843864440918
332,6.862313270568848
333,7.123802185058594
334,6.837982177734375
335,7.199228763580322
336,7.192294597625732
337,6.761737823486328
338,6.716011047363281
339,6.905127048492432
340,7.357022762298584
341,6.63344144821167
342,6.9639997482299805
343,7.064175605773926
344,6.837996959686279
345,7.433585166931152
346,7.366734504699707
347,7.000556945800781
348,6.542500972747803
349,6.9072675704956055
350,6.993808746337891
351,6.85355281829834
352,6.574955940246582
353,7.314918518066406
354,7.454712390899658
355,7.052038192749023
356,7.258545398712158
357,6.958110332489014
358,7.0336174964904785
359,6.433097839355469
360,6.68696928024292
361,7.04028844833374
362,7.358338356018066
363,6.644187927246094
364,7.143002510070801
365,7.113430023193359
366,7.209829330444336
367,7.239585876464844
368,7.156967639923096
369,6.822370529174805
370,7.392827987670898
371,6.70796012878418
372,7.095708847045898
373,6.776628494262695
374,7.275394439697266
375,7.201459884643555
376,6.997235298156738
377,6.91301155090332
378,6.930379867553711
379,7.033430099487305
380,7.014922618865967
381,6.828484535217285
382,7.037195205688477
383,6.577265739440918
384,7.011007785797119
385,7.36708927154541
386,7.076179027557373
387,7.445224285125732
388,7.199498176574707
389,7.196437835693359
390,7.039551258087158
391,7.067154884338379
392,6.755407333374023
393,7.13441801071167
394,6.830873489379883
395,6.727910041809082
396,6.804393768310547
397,7.278984069824219
398,7.300788879394531
399,7.232619285583496
400,7.018166542053223
401,7.053915023803711
402,6.7653279304504395
403,6.53790283203125
404,7.262173652648926
405,6.421873092651367
406,7.03560733795166
407,6.788954257965088
408,6.624995231628418
409,6.688279151916504
410,7.070310115814209
411,7.015135765075684
412,7.111385822296143
413,7.109885215759277
414,7.141056060791016
415,7.132661819458008
416,7.304130554199219
417,6.972835540771484
418,7.458931922912598
419,6.806396484375
420,7.372420787811279
421,7.202898025512695
422,6.945403575897217
423,6.868832588195801
424,7.165275573730469
425,7.05135440826416
426,7.062414169311523
427,7.196191787719727
428,7.214929580688477
429,6.775933265686035
430,7.033447265625
431,7.0687456130981445
432,7.246675968170166
433,7.291962623596191
434,6.889156818389893
435,6.944454193115234
436,7.052692413330078
437,6.844771385192871
438,6.897799015045166
439,7.258767604827881
440,6.764569282531738
441,6.861358165740967
442,6.8362040519714355
443,7.241946220397949
444,7.049149513244629
445,7.0507073402404785
446,7.570132732391357
447,6.7390594482421875
448,7.246502876281738
449,6.884257793426514
450,6.959620952606201
451,6.978721618652344
452,6.926845550537109
453,7.117101669311523
454,6.78731632232666
455,7.103666305541992
456,6.690084457397461
457,7.272825241088867
458,7.082094669342041
459,7.13358211517334
460,6.991233825683594
461,6.409477233886719
462,6.960058689117432
463,6.882120132446289
464,6.537841320037842
465,6.97468376159668
466,7.1610870361328125
467,6.924614429473877
468,7.22891902923584
469,7.119354248046875
470,6.852110385894775
471,6.786910533905029
472,7.49613094329834
473,7.289815902709961
474,6.562376022338867
475,6.191897392272949
476,7.04265832901001
477,7.1742353439331055
478,6.997836112976074
479,6.941697120666504
480,7.227349281311035
481,6.010253429412842
482,7.126325607299805
483,7.4349365234375
484,7.350558757781982
485,6.645031452178955
486,6.983431816101074
487,6.927070140838623
488,6.850310802459717
489,7.142935752868652
490,6.856564998626709
491,7.107679843902588
492,7.098882675170898
493,7.060607433319092
494,7.211533546447754
495,6.5760602951049805
496,7.28144645690918
497,7.154147148132324
498,6.709308624267578
499,7.244098663330078
500,6.845778942108154
501,6.7981953620910645
502,6.982934951782227
503,6.702627182006836
504,6.890987873077393
505,7.008971214294434
506,6.5745849609375
507,7.298456192016602
508,7.5507965087890625
509,7.27646541595459
510,7.186213493347168
511,6.929205417633057
512,6.30894660949707
513,7.239643096923828
514,6.930756568908691
515,7.002016067504883
516,6.559700965881348
517,7.258547306060791
518,7.671592712402344
519,6.898319244384766
520,7.122443199157715
521,7.265783309936523
522,7.060056686401367
523,6.944511413574219
524,6.849298477172852
525,6.772729873657227
526,6.885976791381836
527,7.114816188812256
528,6.68907356262207
529,7.258047103881836
530,7.357463836669922
531,7.190364837646484
532,7.156970977783203
533,6.862330436706543
534,7.209449768066406
535,7.13002872467041
536,7.111293792724609
537,7.002978324890137
538,7.31360387802124
539,6.952065467834473
540,7.035687446594238
541,6.5589799880981445
542,6.916478157043457
543,7.066653251647949
544,7.244682312011719
545,7.049952507019043
546,6.966787338256836
547,6.844520568847656
548,7.493434906005859
549,7.218416213989258
550,6.685573577880859
551,7.136237144470215
552,7.170241355895996
553,6.914896011352539
554,7.013986587524414
555,7.361610412597656
556,6.799407005310059
557,7.398794174194336
558,6.946380615234375
559,7.319685935974121
560,7.3075737953186035
561,6.873774528503418
562,6.830633640289307
563,7.297198295593262
564,7.001596450805664
565,7.327507495880127
566,6.623004913330078
567,6.932242393493652
568,6.816792964935303
569,7.047825336456299
570,6.988384246826172
571,7.060917854309082
572,6.882645606994629
573,7.10131311416626
574,6.917997360229492
575,6.843027114868164
576,6.717792987823486
577,7.403390407562256
578,7.048564434051514
579,7.092463493347168
580,6.771620750427246
581,6.973429203033447
582,6.505039215087891
583,7.268467903137207
584,7.235776901245117
585,7.126770973205566
586,7.1942830085754395
587,6.804308891296387
588,6.754128456115723
589,7.125159740447998
590,7.1097412109375
591,7.311103820800781
592,6.6886773109436035
593,7.335174560546875
594,6.880908489227295
595,6.966570854187012
596,7.284893035888672
597,7.011660099029541
598,6.8413004875183105
599,7.269695281982422
600,6.88596773147583
601,7.075887203216553
602,6.832563400268555
603,7.198622226715088
604,7.031893253326416
605,7.168521881103516
606,6.8961405754089355
607,7.051990985870361
608,7.0676422119140625
609,6.79261589050293
610,6.931190013885498
611,7.107947826385498
612,6.876004695892334
613,7.220783233642578
614,7.286273002624512
615,7.412259578704834
616,6.903768539428711
617,7.012567520141602
618,6.970165252685547
619,7.377264022827148
620,6.9615888595581055
621,6.944971561431885
622,6.906963348388672
623,6.968966960906982
624,7.4564361572265625
625,6.922119617462158
626,7.206121921539307
627,7.138445854187012
628,7.151663780212402
629,6.974454879760742
630,6.950236797332764
631,6.86982536315918
632,6.641990661621094
633,6.895514488220215
634,6.983319282531738
635,6.962330341339111
636,6.865569591522217
637,6.613227367401123
638,6.977475166320801
639,6.74720573425293
640,7.343517303466797
641,6.8981194496154785
642,7.149287223815918
643,6.505052089691162
644,7.2571516036987305
645,7.058678150177002
646,6.975449562072754
647,6.89829158782959
648,7.026557922363281
649,6.806885242462158
650,7.196573257446289
651,7.016944408416748
652,7.391643047332764
653,7.242363452911377
654,7.410123825073242
655,6.885990142822266
656,7.297091960906982
657,7.295718193054199
658,6.928262710571289
659,6.815519332885742
660,7.047061443328857
661,7.009848594665527
662,7.474773406982422
663,6.9343061447143555
664,7.254168510437012
665,7.056074142456055
666,7.014113903045654
667,6.6477742195129395
668,7.027532577514648
669,7.061419486999512
670,6.763006687164307
671,7.175361156463623
672,7.490675926208496
673,7.352397441864014
674,6.935690879821777
675,6.9507951736450195
676,7.302101135253906
677,7.245023250579834
678,7.095788955688477
679,7.191556930541992
680,6.109736919403076
681,6.679443359375
682,6.888306617736816
683,6.884585857391357
684,6.58272123336792
685,6.743625164031982
686,7.11530065536499
687,7.127242088317871
688,7.442007064819336
689,7.414191722869873
690,7.303561210632324
691,7.498310565948486
692,7.020075798034668
693,6.716422080993652
694,6.959115505218506
695,7.097780227661133
696,7.223463535308838
697,7.303082466125488
698,6.763936996459961
699,6.985058307647705
700,7.373194217681885
701,7.261844158172607
702,7.183330535888672
703,7.039646625518799
704,7.09249210357666
705,6.77679967880249
706,7.097968578338623
707,7.117658615112305
708,7.044583320617676
709,6.964814186096191
710,6.8856401443481445
711,6.782938480377197
712,6.877910614013672
713,7.194205284118652
714,6.769822120666504
715,7.228085994720459
716,7.178763389587402
717,7.4716477394104
718,7.102776527404785
719,7.172195911407471
720,7.237532615661621
721,6.936548233032227
722,7.121258735656738
723,7.104888916015625
724,6.988380432128906
725,6.898861885070801
726,7.169734001159668
727,6.519562244415283
728,7.091114044189453
729,7.1586809158325195
730,7.401239395141602
731,7.043667793273926
732,7.126190185546875
733,6.898847579956055
734,6.672891616821289
735,7.28455924987793
736,6.8475799560546875
737,6.875619411468506
738,7.316034317016602
739,7.056488990783691
740,7.306567192077637
741,7.186984062194824
742,7.048384189605713
743,6.9872941970825195
744,6.833971977233887
745,7.178036689758301
746,6.993371963500977
747,7.375652313232422
748,7.175541877746582
749,7.06984806060791
750,7.126041412353516
751,7.140987873077393
752,6.9298415184021
753,7.059958457946777
754,7.375288963317871
755,6.7114763259887695
756,6.936684608459473
757,6.929327011108398
758,6.716363430023193
759,7.272254943847656
760,7.340616703033447
761,6.950798988342285
762,6.926364421844482
763,6.475406646728516
764,7.214032173156738
765,6.886676788330078
766,6.813531875610352
767,7.095078945159912
768,7.0057549476623535
769,7.400177001953125
770,7.002771377563477
771,7.0861077308654785
772,7.0611066818237305
773,6.912915229797363
774,6.954303741455078
775,6.797028541564941
776,7.030514717102051
777,6.748361587524414
778,7.151350975036621
779,7.256841659545898
780,6.983253002166748
781,6.935060501098633
782,7.476480484008789
783,6.786728858947754
784,7.012072563171387
785,7.294870376586914
786,7.211459159851074
787,6.947951316833496
788,6.977327346801758
789,7.236681938171387
790,6.88253927230835
791,6.871286392211914
792,7.4168381690979
793,6.781061172485352
794,7.094363689422607
795,7.155704021453857
796,6.67375373840332
797,6.9051055908203125
798,7.436331748962402
799,6.795626640319824
800,7.389181137084961
801,7.087319374084473
802,6.981570243835449
803,6.831733226776123
804,6.919877052307129
805,7.400753021240234
806,7.209006309509277
807,7.030716896057129
808,7.312166213989258
809,6.868170738220215
810,6.862592697143555
811,7.061266899108887
812,6.72515869140625
813,6.896390438079834
814,6.862423896789551
815,6.802323341369629
816,7.004663467407227
817,7.213892936706543
818,6.723447799682617
819,7.43934965133667
820,6.917801856994629
821,6.9166154861450195
822,7.0541157722473145
823,6.8572282791137695
824,7.008382797241211
825,7.107135772705078
826,6.565515041351318
827,6.963248252868652
828,7.042319297790527
829,7.127840042114258
830,6.902540683746338
831,7.047276496887207
832,6.858826637268066
833,6.5400495529174805
834,7.108069896697998
835,7.183516502380371
836,6.779359817504883
837,6.689085006713867
838,7.1227593421936035
839,7.248966217041016
840,7.219908714294434
841,7.014495849609375
842,7.216806411743164
843,6.867356300354004
844,7.259546279907227
845,6.680444240570068
846,7.475744247436523
847,6.717020034790039
848,7.369150638580322
849,7.084237575531006
850,7.117426872253418
851,7.02660608291626
852,6.891857624053955
853,7.201921463012695
854,6.925817489624023
855,6.888266086578369
856,6.886021614074707
857,6.819450378417969
858,6.975439071655273
859,7.1501665115356445
860,6.806223392486572
861,7.114067077636719
862,6.494737148284912
863,7.219132900238037
864,6.85257625579834
865,7.246995449066162
866,7.063009262084961
867,7.095709800720215
868,7.035793304443359
869,7.096452236175537
870,6.808475494384766
871,7.085710525512695
872,7.0051140785217285
873,7.341342449188232
874,7.062615394592285
875,7.246580123901367
876,6.990512371063232
877,6.9697041511535645
878,7.3076677322387695
879,6.63491678237915
880,7.344916343688965
881,6.663276672363281
882,7.1566314697265625
883,7.061704158782959
884,7.049722671508789
885,6.659895420074463
886,7.132554531097412
887,6.657414436340332
888,6.992364406585693
889,7.386577606201172
890,6.8095903396606445
891,6.962763786315918
892,7.029869079589844
893,7.193757057189941
894,7.0259809494018555
895,7.185955047607422
896,6.991358280181885
897,6.873583793640137
898,6.926836967468262
899,7.2511067390441895
900,7.037262916564941
901,6.935791492462158
902,6.920943260192871
903,6.850555419921875
904,6.622852802276611
905,7.004231929779053
906,6.947999000549316
907,6.491324424743652
908,6.701751708984375
909,7.170988082885742
910,6.876610279083252
911,7.022162437438965
912,7.1004533767700195
913,7.306186676025391
914,7.238534927368164
915,7.229389667510986
916,6.954968452453613
917,6.886734962463379
918,7.129276275634766
919,7.125532150268555
920,7.0830912590026855
921,7.548763275146484
922,7.348993301391602
923,6.7740478515625
924,6.981493949890137
925,7.087184429168701
926,7.1393842697143555
927,6.816613674163818
928,7.195852756500244
929,6.995085716247559
930,6.87065315246582
931,6.780428409576416
932,6.8532938957214355
933,6.598025321960449
934,7.337445259094238
935,6.660123825073242
936,6.627701759338379
937,6.804403305053711
938,7.040478706359863
939,7.023194789886475
940,7.232481956481934
941,7.198937892913818
942,7.120266914367676
943,7.066927909851074
944,7.041079521179199
945,6.9798736572265625
946,6.995561599731445
947,6.510491371154785
948,6.9522905349731445
949,6.981371879577637
950,7.071661472320557
951,6.923692226409912
952,6.637209415435791
953,7.051319122314453
954,7.249107837677002
955,6.965204238891602
956,6.9876179695129395
957,7.10054874420166
958,6.791608810424805
959,6.81845760345459
960,6.900484561920166
961,6.935859680175781
962,6.614590167999268
963,7.172152519226074
964,6.680274963378906
965,7.204556465148926
966,7.089847564697266
967,7.191348075866699
968,7.070828437805176
969,7.105818271636963
970,6.488493919372559
971,6.799824237823486
972,7.16542387008667
973,7.086755752563477
974,6.892201900482178
975,6.852407455444336
976,6.923856735229492
977,6.85538387298584
978,7.346964359283447
979,7.076138496398926
980,7.003145694732666
981,6.710050582885742
982,7.1596856117248535
983,7.056997299194336
984,7.186027526855469
985,7.126425743103027
986,7.019744873046875
987,7.2844014167785645
988,7.088785171508789
989,6.851395606994629
990,6.683282375335693
991,7.132343292236328
992,7.342243671417236
993,7.369887351989746
994,6.785892486572266
995,7.207837104797363
996,6.587656021118164
997,7.015210151672363
998,7.3940582275390625
999,7.465565204620361
1000,7.261651992797852
1001,7.297421932220459
1002,6.573860168457031
1003,7.049422264099121
1004,6.523484230041504
1005,7.179532051086426
1006,7.18493127822876
1007,6.66500997543335
1008,7.22918176651001
1009,6.623574256896973
1010,6.815625190734863
1011,6.538847923278809
1012,7.135603904724121
1013,6.964795112609863
1014,7.039162635803223
1015,7.267206192016602
1016,7.048904895782471
1017,6.999866485595703
1018,6.718100070953369
1019,6.8660736083984375
1020,7.020010471343994
1021,7.008964538574219
1022,6.7743401527404785
1023,7.2748541831970215
1024,7.076076984405518
1025,6.650008678436279
1026,7.444901943206787
1027,6.712794303894043
1028,7.0210161209106445
1029,7.012036323547363
1030,6.898556709289551
1031,6.832456588745117
1032,7.1358747482299805
1033,6.9407758712768555
1034,6.975340843200684
1035,6.848344326019287
1036,6.8708696365356445
1037,6.539417266845703
1038,7.206066608428955
1039,6.75924825668335
1040,7.365921974182129
1041,6.909038543701172
1042,6.84120512008667
1043,7.204346656799316
1044,7.275656223297119
1045,6.851078987121582
1046,7.170595645904541
1047,7.145387649536133
1048,7.04302453994751
1049,7.036446571350098
1050,7.311005592346191
1051,7.069284915924072
1052,6.8999223709106445
1053,6.913357257843018
1054,7.083148956298828
1055,6.521880149841309
1056,6.770136833190918
1057,7.174925804138184
1058,7.235708713531494
1059,6.83613395690918
1060,7.142094612121582
1061,6.989957809448242
1062,7.017515182495117
1063,7.303971290588379
1064,6.950807571411133
1065,6.823207855224609
1066,7.033203125
1067,7.019274711608887
1068,7.366074085235596
1069,6.886966228485107
1070,6.794649600982666
1071,7.211706161499023
1072,7.170909404754639
1073,7.085080146789551
1074,6.819456577301025
1075,7.093832492828369
1076,6.77369499206543
1077,7.1826581954956055
1078,7.046090126037598
1079,7.226025581359863
1080,6.910684585571289
1081,7.4160614013671875
1082,7.3250532150268555
1083,7.143111705780029
1084,6.503457069396973
1085,6.871365547180176
1086,7.374532699584961
1087,7.199426174163818
1088,6.8890299797058105
1089,7.005579471588135
1090,7.00716495513916
1091,6.903964519500732
1092,6.547826766967773
1093,7.015676498413086
1094,7.4487175941467285
1095,7.04060697555542
1096,7.18952751159668
1097,6.96907377243042
1098,6.804525852203369
1099,7.182888031005859
1100,6.95393705368042
1101,7.113554954528809
1102,7.364770412445068
1103,6.99744987487793
1104,6.975052833557129
1105,6.960787296295166
1106,7.015735626220703
1107,7.062234401702881
1108,7.173783302307129
1109,6.860227584838867
1110,6.895285606384277
1111,7.114365100860596
1112,6.9220757484436035
1113,7.236026763916016
1114,7.122130393981934
1115,6.653054237365723
1116,6.761833190917969
1117,7.199889183044434
1118,7.091823577880859
1119,7.288386344909668
1120,7.055461883544922
1121,7.19245719909668
1122,7.1660871505737305
1123,7.048923492431641
1124,7.0240631103515625
1125,7.3475751876831055
1126,7.0316009521484375
1127,7.334851264953613
1128,7.184121131896973
1129,7.536351203918457
1130,7.283905982971191
1131,7.210887908935547
1132,7.405472755432129
1133,6.911479949951172
1134,7.142935276031494
1135,7.2938737869262695
1136,7.132752895355225
1137,7.058775901794434
1138,7.07205867767334
1139,6.962027072906494
1140,7.366058349609375
1141,7.057119369506836
1142,7.069843769073486
1143,6.873335838317871
1144,7.175024032592773
1145,7.0034708976745605
1146,7.218265533447266
1147,6.786954879760742
1148,7.174072265625
1149,7.028909206390381
1150,7.392389297485352
1151,7.132694244384766
1152,7.142724514007568
1153,7.4382147789001465
1154,7.152622222900391
1155,6.926679611206055
1156,7.075173377990723
1157,7.076180458068848
1158,7.245030403137207
1159,7.008752822875977
1160,7.382152557373047
1161,7.185353755950928
1162,7.13956356048584
1163,7.023257255554199
1164,7.0446343421936035
1165,6.5704545974731445
1166,7.007986068725586
1167,7.145299911499023
1168,6.426779747009277
1169,7.047468185424805
1170,6.850160598754883
1171,7.31626033782959
1172,7.041770935058594
1173,6.875838756561279
1174,7.064418315887451
1175,6.920416831970215
1176,7.153474807739258
1177,7.015416145324707
1178,6.771007061004639
1179,6.987368583679199
1180,7.135605812072754
1181,7.0692138671875
1182,7.110146999359131
1183,6.925841331481934
1184,7.36934757232666
1185,7.25532341003418
1186,6.887269020080566
1187,6.886470317840576
1188,7.075209140777588
1189,6.8345794677734375
1190,6.880481719970703
1191,7.052391052246094
1192,7.582496166229248
1193,7.507692813873291
1194,6.791253089904785
1195,7.135222911834717
1196,7.122527122497559
1197,6.743014812469482
1198,7.051863670349121
1199,6.5196638107299805
1200,6.916254997253418
1201,6.7511820793151855
1202,6.885584831237793
1203,7.040644645690918
1204,6.951236724853516
1205,7.209949493408203
1206,7.402694225311279
1207,6.978686809539795
1208,6.87139368057251
1209,6.949889183044434
1210,6.509860992431641
1211,7.298276424407959
1212,7.118474960327148
1213,6.251958847045898
1214,6.990290641784668
1215,6.918159484863281
1216,6.6512861251831055
1217,7.33277702331543
1218,6.923992156982422
1219,7.135174751281738
1220,7.194244861602783
1221,6.732956886291504
1222,6.374272346496582
1223,7.3443403244018555
1224,7.276280403137207
1225,7.0821709632873535
1226,6.76592493057251
1227,7.028377056121826
1228,7.164422988891602
1229,7.048227310180664
1230,7.098870277404785
1231,7.283807754516602
1232,7.418724536895752
1233,7.224977493286133
1234,7.255102157592773
1235,6.782976150512695
1236,6.9499430656433105
1237,6.966048717498779
1238,7.403505325317383
1239,6.796621322631836
1240,6.912911891937256
1241,7.277661323547363
1242,6.968367576599121
1243,7.311762809753418
1244,7.047461032867432
1245,6.9614973068237305
1246,7.176373481750488
1247,6.813979148864746
1248,6.964526176452637
1249,7.226662635803223
1250,7.240719795227051
1251,7.247105598449707
1252,7.192013263702393
1253,7.081910610198975
1254,7.168430328369141
1255,7.048640727996826
1256,6.140775680541992
1257,5.736658096313477
1258,7.108302593231201
1259,6.846439838409424
1260,6.914088249206543
1261,6.9426374435424805
1262,6.693057060241699
1263,6.824416160583496
1264,6.4613800048828125
1265,7.242586612701416
1266,7.158411502838135
1267,7.044951438903809
1268,6.915594100952148
1269,7.237223148345947
1270,7.347878932952881
1271,7.046455383300781
1272,7.176501750946045
1273,7.242088794708252
1274,6.669460296630859
1275,7.246535301208496
1276,7.114040374755859
1277,7.299753189086914
1278,7.141678810119629
1279,7.023168563842773
1280,6.899095058441162
1281,7.227956295013428
1282,6.953559875488281
1283,7.092534065246582
1284,7.1666154861450195
1285,7.163934707641602
1286,7.191103935241699
1287,7.26876163482666
1288,6.6380815505981445
1289,6.981911659240723
1290,6.573089599609375
1291,6.63057804107666
1292,6.70261812210083
1293,7.230925559997559
1294,7.061317443847656
1295,6.841701984405518
1296,7.217903137207031
1297,7.221885681152344
1298,6.978183746337891
1299,6.925209999084473
1300,6.597562789916992
1301,7.164027214050293
1302,6.961329460144043
1303,6.994970321655273
1304,7.336554050445557
1305,6.893908500671387
1306,7.3946075439453125
1307,6.857064723968506
1308,7.246735572814941
1309,6.900266647338867
1310,7.154586315155029
1311,6.807778358459473
1312,6.971123218536377
1313,6.750068664550781
1314,6.984933376312256
1315,6.867337226867676
1316,6.645750522613525
1317,6.858033657073975
1318,7.023637771606445
1319,6.997865200042725
1320,7.29400634765625
1321,7.040989875793457
1322,7.179272651672363
1323,7.119342803955078
1324,6.861895561218262
1325,6.99308967590332
1326,7.132237911224365
1327,7.1053314208984375
1328,7.1405863761901855
1329,7.104804039001465
1330,6.76356315612793
1331,7.37362003326416
1332,7.343684196472168
1333,6.913089752197266
1334,6.952736854553223
1335,7.484604835510254
1336,6.673628330230713
1337,6.790486812591553
1338,7.019693851470947
1339,7.088644027709961
1340,6.369180202484131
1341,6.938755035400391
1342,6.825003623962402
1343,6.944045543670654
1344,7.0861101150512695
1345,7.079744815826416
1346,6.990361213684082
1347,7.134299278259277
1348,7.532945156097412
1349,7.0951361656188965
1350,6.91927433013916
1351,6.980620384216309
