step,wall_timestamp,duration_sec,throughput_samples_sec,gpu_util_pct,gpu_mem_mb,cpu_util_pct,ram_mb
0,1775487667.3474708,0.44367399625480175,144.2500586922945,56.0,12356.0,0.5,19450.04296875
1,1775487667.8135235,0.269782193005085,237.22840743159685,99.0,12356.0,0.9,19571.08984375
2,1775487668.2332604,0.26966825127601624,237.32864249745677,99.0,12356.0,0.8,19579.72265625
3,1775487668.6604915,0.2695300206542015,237.45035838553204,95.0,12356.0,0.8,19603.6640625
4,1775487669.06796,0.2698918469250202,237.132024287418,92.0,12356.0,0.8,19611.90625
5,1775487669.474438,0.26946108788251877,237.51110226313307,88.0,12356.0,0.8,19614.2421875
6,1775487669.8894548,0.2696371525526047,237.35601490419228,81.0,12356.0,0.8,19614.1171875
7,1775487670.292514,0.27031111158430576,236.76422188082864,79.0,12356.0,0.8,19613.9921875
8,1775487670.7115064,0.2731616999953985,234.29346061720256,71.0,12356.0,0.8,19569.81640625
9,1775487671.1228957,0.27002327889204025,237.01660191152723,64.0,12356.0,0.8,19575.828125
10,1775487671.5454676,0.2698724940419197,237.1490293118156,53.0,12356.0,0.9,19574.1015625
11,1775487671.9553902,0.27000170946121216,237.0355362849808,48.0,12356.0,0.8,19576.58203125
12,1775487672.3880463,0.2698626648634672,237.15766696508314,99.0,12356.0,0.8,19573.1328125
13,1775487672.8106263,0.2699040751904249,237.12128079150418,99.0,12356.0,0.9,19588.41015625
14,1775487673.2329652,0.2695293091237545,237.45098523075416,99.0,12356.0,0.8,19572.90234375
15,1775487673.6462357,0.26988667622208595,237.1365674507596,99.0,12356.0,0.9,19594.33203125
16,1775487674.0631459,0.26950849033892155,237.46932766205816,93.0,12356.0,0.8,19594.10546875
17,1775487674.4820642,0.27030362375080585,236.77078062039558,84.0,12356.0,0.9,19587.7265625
18,1775487674.9049346,0.2700248174369335,237.01525144053738,72.0,12356.0,0.8,19573.44921875
19,1775487675.3160884,0.26937874779105186,237.58370147908875,67.0,12356.0,0.9,19577.796875
20,1775487675.7396574,0.2699425593018532,237.08747581530628,55.0,12356.0,0.8,19592.875
21,1775487676.162767,0.27118545584380627,236.00085705504006,44.0,12356.0,0.8,19571.0703125
22,1775487676.5815678,0.2705730367451906,236.53502495990148,98.0,12356.0,0.8,19580.25
23,1775487677.0044703,0.2698286548256874,237.18755905055664,99.0,12356.0,0.8,19577.80859375
24,1775487677.4255693,0.26996961422264576,237.06371616777128,99.0,12356.0,0.8,19597.6171875
25,1775487677.8312151,0.2698609158396721,237.1592040324329,99.0,12356.0,0.8,19612.50390625
26,1775487678.242931,0.26958620734512806,237.40086939264773,99.0,12356.0,0.8,19571.7734375
27,1775487678.6632638,0.26992747746407986,237.10072276178957,93.0,12356.0,0.8,19576.74609375
28,1775487679.0857875,0.26965724118053913,237.3383326174102,81.0,12356.0,0.8,19581.44140625
