step,wall_timestamp,phase,duration_sec,gpu_mem_mb,nvml_mem_query_sec,nvml_util_query_sec,psutil_query_sec,gpu_util_pct,cpu_util_pct,ram_mb
0,1775660717.752238,forward,0.30113933980464935,23065.25,0.00011635199189186096,0.0,0.0,,,
0,1775660718.2145164,backward,0.4620676767081022,24989.25,0.00010572187602519989,0.0,0.0,,,
0,1775660718.2280624,optimizer,0.012127645313739777,24989.25,4.103220999240875e-05,0.0007331706583499908,0.0005736500024795532,88.0,0.5,20520.7421875
1,1775660718.8155077,forward,0.19409632682800293,24989.25,0.0001379735767841339,0.0,0.0,,,
1,1775660719.2174606,backward,0.4017359670251608,24989.25,0.00011003203690052032,0.0,0.0,,,
1,1775660719.222626,optimizer,0.0026966724544763565,24989.25,2.7321279048919678e-05,0.0016878191381692886,0.0005792491137981415,100.0,0.8,20778.52734375
2,1775660719.7031994,forward,0.1939577627927065,24989.25,0.00011220201849937439,0.0,0.0,,,
2,1775660720.105299,backward,0.4019075185060501,24989.25,0.00011824257671833038,0.0,0.0,,,
2,1775660720.1096349,optimizer,0.003112310543656349,24989.25,2.535991370677948e-05,0.0005178190767765045,0.0005237367004156113,100.0,0.8,20796.765625
3,1775660720.6056213,forward,0.19397099129855633,24989.25,0.00010110996663570404,0.0,0.0,,,
3,1775660721.0075507,backward,0.4017634969204664,24989.25,9.528174996376038e-05,0.0,0.0,,,
3,1775660721.0116742,optimizer,0.0029990579932928085,24989.25,2.8040260076522827e-05,0.0005087181925773621,0.00047712773084640503,100.0,0.8,20799.9140625
4,1775660721.4780214,forward,0.1940345335751772,24989.25,9.58610326051712e-05,0.0,0.0,,,
4,1775660721.8800557,backward,0.40185775607824326,24989.25,9.475089609622955e-05,0.0,0.0,,,
4,1775660721.8839417,optimizer,0.002767372876405716,24989.25,2.4551525712013245e-05,0.0005252473056316376,0.0004738960415124893,100.0,0.9,20809.91015625
5,1775660722.36413,forward,0.19380981288850307,24989.25,9.33036208152771e-05,0.0,0.0,,,
5,1775660722.7660136,backward,0.4017072953283787,24989.25,9.476952254772186e-05,0.0,0.0,,,
5,1775660722.769648,optimizer,0.002543048933148384,24989.25,2.6281923055648804e-05,0.0004938989877700806,0.0004965774714946747,100.0,0.8,20809.81640625
6,1775660723.2375436,forward,0.1940090637654066,24989.25,0.00010569952428340912,0.0,0.0,,,
6,1775660723.6396592,backward,0.401941766962409,24989.25,9.688176214694977e-05,0.0,0.0,,,
6,1775660723.6433318,optimizer,0.002573622390627861,24989.25,2.5091692805290222e-05,0.0005165878683328629,0.0004790890961885452,100.0,0.8,20809.72265625
7,1775660724.1039298,forward,0.19389901123940945,24989.25,9.352155029773712e-05,0.0,0.0,,,
7,1775660724.5059025,backward,0.401798402890563,24989.25,9.615160524845123e-05,0.0,0.0,,,
7,1775660724.5097957,optimizer,0.002558032050728798,24989.25,2.4147331714630127e-05,0.0007430929690599442,0.0004908088594675064,100.0,0.8,20814.3046875
8,1775660724.9986699,forward,0.19404469430446625,24989.25,0.00011647306382656097,0.0,0.0,,,
8,1775660725.4006147,backward,0.4017595686018467,24989.25,9.348057210445404e-05,0.0,0.0,,,
8,1775660725.4043586,optimizer,0.0025906413793563843,24989.25,2.54213809967041e-05,0.0005281679332256317,0.0005213096737861633,100.0,0.8,20814.45703125
9,1775660725.8678439,forward,0.19396132044494152,24989.25,9.171292185783386e-05,0.0,0.0,,,
9,1775660726.2695012,backward,0.4014819022268057,24989.25,9.75392758846283e-05,0.0,0.0,,,
9,1775660726.2731504,optimizer,0.002556711435317993,24989.25,2.4711713194847107e-05,0.0005001164972782135,0.0004843994975090027,100.0,0.8,20814.1171875
10,1775660726.757429,forward,0.19393478333950043,24989.25,0.00011969171464443207,0.0,0.0,,,
10,1775660727.159619,backward,0.4020080603659153,24989.25,9.484030306339264e-05,0.0,0.0,,,
10,1775660727.1633108,optimizer,0.002565799281001091,24989.25,2.539902925491333e-05,0.0005241595208644867,0.0004932079464197159,100.0,0.8,20811.16796875
11,1775660727.6221735,forward,0.19395680353045464,24989.25,0.0001164805144071579,0.0,0.0,,,
11,1775660728.0243816,backward,0.4020239785313606,24989.25,9.948946535587311e-05,0.0,0.0,,,
11,1775660728.0281475,optimizer,0.0025789812207221985,24989.25,2.703256905078888e-05,0.0005754269659519196,0.000489015132188797,100.0,0.8,20810.23828125
12,1775660728.4886305,forward,0.1945513915270567,24989.25,0.0001202709972858429,0.0,0.0,,,
12,1775660728.890735,backward,0.4019277486950159,24989.25,9.622052311897278e-05,0.0,0.0,,,
12,1775660728.8947458,optimizer,0.002524919807910919,24989.25,2.7349218726158142e-05,0.0008685048669576645,0.000500829890370369,100.0,0.8,20810.63671875
13,1775660729.3774006,forward,0.19393816404044628,24989.25,9.600259363651276e-05,0.0,0.0,,,
13,1775660729.780116,backward,0.40250612795352936,24989.25,9.988062083721161e-05,0.0,0.0,,,
13,1775660729.783706,optimizer,0.0024969521909952164,24989.25,2.329982817173004e-05,0.0005153752863407135,0.0004790760576725006,100.0,0.8,20811.91796875
14,1775660730.2485971,forward,0.1939616408199072,24989.25,0.00010020099580287933,0.0,0.0,,,
14,1775660730.650612,backward,0.40184351801872253,24989.25,9.844265878200531e-05,0.0,0.0,,,
14,1775660730.6548874,optimizer,0.0027623120695352554,24989.25,2.810172736644745e-05,0.0009187143296003342,0.0004735291004180908,100.0,0.8,20810.34765625
15,1775660731.1545303,forward,0.19395815208554268,24989.25,9.681098163127899e-05,0.0,0.0,,,
15,1775660731.5567057,backward,0.40197606943547726,24989.25,0.00011533312499523163,0.0,0.0,,,
15,1775660731.5605326,optimizer,0.0026334114372730255,24989.25,2.3379921913146973e-05,0.0005104579031467438,0.0005311481654644012,100.0,0.8,20810.25390625
16,1775660732.042718,forward,0.19402854330837727,24989.25,9.869039058685303e-05,0.0,0.0,,,
16,1775660732.4448478,backward,0.40193756110966206,24989.25,9.250268340110779e-05,0.0,0.0,,,
16,1775660732.4485137,optimizer,0.002571040764451027,24989.25,2.533942461013794e-05,0.0005156770348548889,0.0004741288721561432,100.0,0.8,20810.40625
17,1775660732.9186206,forward,0.1939517129212618,24989.25,0.00011933222413063049,0.0,0.0,,,
17,1775660733.320479,backward,0.4016733765602112,24989.25,9.613111615180969e-05,0.0,0.0,,,
17,1775660733.3242285,optimizer,0.002647263929247856,24989.25,2.4100765585899353e-05,0.0005183275789022446,0.0004837680608034134,100.0,0.8,20810.3125
18,1775660733.8068907,forward,0.19404899328947067,24989.25,0.0001155417412519455,0.0,0.0,,,
18,1775660734.209072,backward,0.4020014423877001,24989.25,9.644962847232819e-05,0.0,0.0,,,
18,1775660734.213136,optimizer,0.002575242891907692,24989.25,2.574920654296875e-05,0.0008831936866044998,0.000496208667755127,100.0,0.8,20810.3125
19,1775660734.698944,forward,0.1940110232681036,24989.25,9.981915354728699e-05,0.0,0.0,,,
19,1775660735.1010628,backward,0.40192808769643307,24989.25,0.00011370144784450531,0.0,0.0,,,
19,1775660735.1054456,optimizer,0.003195829689502716,24989.25,2.5331974029541016e-05,0.000513540580868721,0.000505516305565834,100.0,0.8,20810.125
20,1775660735.5691962,forward,0.1939953826367855,24989.25,9.760260581970215e-05,0.0,0.0,,,
20,1775660735.971356,backward,0.40198239125311375,24989.25,9.504146873950958e-05,0.0,0.0,,,
20,1775660735.9752977,optimizer,0.0025545600801706314,24989.25,2.419203519821167e-05,0.0008033830672502518,0.0004756879061460495,100.0,0.8,20809.78515625
21,1775660736.438006,forward,0.19388971291482449,24989.25,9.306147694587708e-05,0.0,0.0,,,
21,1775660736.8404331,backward,0.4022197015583515,24989.25,9.534135460853577e-05,0.0,0.0,,,
21,1775660736.844106,optimizer,0.0025688428431749344,24989.25,2.41696834564209e-05,0.0005214903503656387,0.00048238784074783325,100.0,0.8,20809.9375
22,1775660737.335527,forward,0.19400128163397312,24989.25,9.466148912906647e-05,0.0,0.0,,,
22,1775660737.7375114,backward,0.40181091614067554,24989.25,9.665079414844513e-05,0.0,0.0,,,
22,1775660737.7413778,optimizer,0.00275210477411747,24989.25,2.6172026991844177e-05,0.0005163587629795074,0.0004733670502901077,100.0,0.8,20810.08984375
23,1775660738.251164,forward,0.19400258362293243,24989.25,9.650364518165588e-05,0.0,0.0,,,
23,1775660738.6532397,backward,0.4018995873630047,24989.25,9.826011955738068e-05,0.0,0.0,,,
23,1775660738.6572988,optimizer,0.002493239939212799,24989.25,2.4529173970222473e-05,0.0009857676923274994,0.00047862716019153595,100.0,0.8,20809.99609375
24,1775660739.1222222,forward,0.19406374543905258,24989.25,0.00011224858462810516,0.0,0.0,,,
24,1775660739.5244598,backward,0.40201294235885143,24989.25,9.690038859844208e-05,0.0,0.0,,,
24,1775660739.528176,optimizer,0.002560080960392952,24989.25,2.3700296878814697e-05,0.0005191192030906677,0.0005372669547796249,100.0,0.8,20810.1484375
25,1775660739.9948218,forward,0.19407477416098118,24989.25,9.75392758846283e-05,0.0,0.0,,,
25,1775660740.3967402,backward,0.4017249457538128,24989.25,9.673275053501129e-05,0.0,0.0,,,
25,1775660740.4003463,optimizer,0.0025090109556913376,24989.25,2.3020431399345398e-05,0.0005235988646745682,0.0004747193306684494,100.0,0.8,20809.80859375
26,1775660740.8829026,forward,0.19399684108793736,24989.25,0.00011539272964000702,0.0,0.0,,,
26,1775660741.2847078,backward,0.40161920338869095,24989.25,9.653158485889435e-05,0.0,0.0,,,
26,1775660741.2883964,optimizer,0.0025837402790784836,24989.25,2.4920329451560974e-05,0.0005177482962608337,0.0004866160452365875,100.0,0.8,20809.9609375
27,1775660741.7744496,forward,0.19400565512478352,24989.25,0.00010823272168636322,0.0,0.0,,,
27,1775660742.176736,backward,0.40203838236629963,24989.25,9.934231638908386e-05,0.0,0.0,,,
27,1775660742.180423,optimizer,0.002543540671467781,24989.25,2.5570392608642578e-05,0.0005225799977779388,0.0005001462996006012,100.0,0.8,20809.9609375
28,1775660742.6663923,forward,0.19403940439224243,24989.25,9.844265878200531e-05,0.0,0.0,,,
28,1775660743.0683029,backward,0.4017380475997925,24989.25,9.653344750404358e-05,0.0,0.0,,,
28,1775660743.0723567,optimizer,0.002562921494245529,24989.25,2.7587637305259705e-05,0.0009032562375068665,0.00047895871102809906,100.0,0.8,20821.83203125
29,1775660743.5366678,forward,0.1939610131084919,24989.25,0.00011776015162467957,0.0,0.0,,,
29,1775660743.9393513,backward,0.4024453479796648,24989.25,9.93926078081131e-05,0.0,0.0,,,
29,1775660743.9431415,optimizer,0.002656802535057068,24989.25,2.4391338229179382e-05,0.0005183182656764984,0.0005024969577789307,100.0,0.8,20822.23046875
30,1775660744.4269443,forward,0.1940366942435503,24989.25,9.248219430446625e-05,0.0,0.0,,,
30,1775660744.8292325,backward,0.4021094795316458,24989.25,9.845197200775146e-05,0.0,0.0,,,
30,1775660744.8332047,optimizer,0.0024974793195724487,24989.25,2.666190266609192e-05,0.000890364870429039,0.00048270635306835175,100.0,0.8,20822.3828125
31,1775660745.3162453,forward,0.19391111098229885,24989.25,9.509176015853882e-05,0.0,0.0,,,
31,1775660745.7185018,backward,0.4020514003932476,24989.25,9.838119149208069e-05,0.0,0.0,,,
31,1775660745.7220795,optimizer,0.002484368160367012,24989.25,2.326071262359619e-05,0.0005108751356601715,0.0004798285663127899,100.0,0.8,20822.77734375
32,1775660746.1989453,forward,0.1939440630376339,24989.25,9.606964886188507e-05,0.0,0.0,,,
32,1775660746.6008663,backward,0.40174421668052673,24989.25,9.666383266448975e-05,0.0,0.0,,,
32,1775660746.6044478,optimizer,0.002490609884262085,24989.25,2.5959685444831848e-05,0.0005097370594739914,0.0004769265651702881,100.0,0.8,20823.17578125
33,1775660747.0893505,forward,0.194016981869936,24989.25,9.098276495933533e-05,0.0,0.0,,,
33,1775660747.4915638,backward,0.4020210988819599,24989.25,9.684078395366669e-05,0.0,0.0,,,
33,1775660747.4952078,optimizer,0.002557219937443733,24989.25,2.392195165157318e-05,0.000507378950715065,0.00047832727432250977,100.0,0.8,20823.328125
34,1775660747.9987037,forward,0.19393331184983253,24989.25,9.721145033836365e-05,0.0,0.0,,,
34,1775660748.4008594,backward,0.40197679027915,24989.25,9.694136679172516e-05,0.0,0.0,,,
34,1775660748.4048367,optimizer,0.002554161474108696,24989.25,2.5210902094841003e-05,0.0008382536470890045,0.0004799775779247284,100.0,0.8,20823.234375
