step,phase,cuda_sec,sync_start_sec,sync_stop_sec,sync_total_sec,nvml_mem_sec,nvml_util_sec,psutil_sec
0,forward,0.3016128819435835,9.671039879322052e-05,4.98015433549881e-05,0.00014651194214820862,0.00010636076331138611,0.0,0.0
0,backward,0.38635922968387604,1.008249819278717e-05,0.07521244697272778,0.07522252947092056,0.00012478232383728027,0.0,0.0
0,optimizer,0.010929049924015999,2.682022750377655e-05,0.001194581389427185,0.0012214016169309616,4.612840712070465e-05,0.0007922854274511337,0.0005750786513090134
1,forward,0.012495150789618492,3.6600977182388306e-05,0.18161938153207302,0.1816559825092554,0.00012579187750816345,0.0,0.0
1,backward,0.07260010950267315,3.175996243953705e-05,0.32920704782009125,0.3292388077825308,0.00010922178626060486,0.0,0.0
1,optimizer,0.0014820843935012817,6.6390261054039e-05,0.001203620806336403,0.001270011067390442,2.8189271688461304e-05,0.000821353867650032,0.0005498304963111877
2,forward,0.01211990974843502,3.995932638645172e-05,0.18183359690010548,0.18187355622649193,0.00010596215724945068,0.0,0.0
2,backward,0.07264852151274681,3.199279308319092e-05,0.3292551599442959,0.3292871527373791,0.00011307187378406525,0.0,0.0
2,optimizer,0.0013371948152780533,5.30686229467392e-05,0.0012438520789146423,0.0012969207018613815,2.4279579520225525e-05,0.0008895676583051682,0.0004938896745443344
3,forward,0.012014759704470634,3.772228956222534e-05,0.18196643143892288,0.1820041537284851,0.00011422298848628998,0.0,0.0
3,backward,0.07308665476739407,5.9431418776512146e-05,0.32936826907098293,0.32942770048975945,9.728968143463135e-05,0.0,0.0
3,optimizer,0.0014859754592180252,3.054179251194e-05,0.0011643599718809128,0.0011949017643928528,2.6069581508636475e-05,0.0007531531155109406,0.0005064103752374649
4,forward,0.012650640681385994,3.567151725292206e-05,0.18132422864437103,0.18135990016162395,9.641051292419434e-05,0.0,0.0
4,backward,0.07272874377667904,6.047077476978302e-05,0.32945645973086357,0.32951693050563335,9.947270154953003e-05,0.0,0.0
4,optimizer,0.0013341140002012253,2.9139220714569092e-05,0.0012419205158948898,0.001271059736609459,2.4771317839622498e-05,0.0005206000059843063,0.00047341734170913696
5,forward,0.012156486511230469,3.5433098673820496e-05,0.18180139362812042,0.18183682672679424,9.903311729431152e-05,0.0,0.0
5,backward,0.07283465191721916,3.535859286785126e-05,0.3289323952049017,0.32896775379776955,9.92119312286377e-05,0.0,0.0
5,optimizer,0.0013201721012592316,2.7358531951904297e-05,0.0012481119483709335,0.0012754704803228378,2.39592045545578e-05,0.000513790175318718,0.00047709792852401733
6,forward,0.01282900758087635,4.7070905566215515e-05,0.18123192340135574,0.18127899430692196,0.0001168716698884964,0.0,0.0
6,backward,0.07260854355990887,2.867169678211212e-05,0.3294302113354206,0.3294588830322027,9.603239595890045e-05,0.0,0.0
6,optimizer,0.0013325437903404236,3.927014768123627e-05,0.0012427829205989838,0.00128205306828022,2.6348978281021118e-05,0.000584060326218605,0.000526919960975647
7,forward,0.012226346880197525,5.492009222507477e-05,0.1817523706704378,0.1818072907626629,0.00011592544615268707,0.0,0.0
7,backward,0.07259436324238777,3.150850534439087e-05,0.32948846369981766,0.32951997220516205,9.92119312286377e-05,0.0,0.0
7,optimizer,0.0031634680926799774,2.9047951102256775e-05,0.0012403521686792374,0.0012694001197814941,3.13296914100647e-05,0.0009094849228858948,0.0004884973168373108
8,forward,0.012121312320232391,5.1738694310188293e-05,0.1817939355969429,0.1818456742912531,0.00011553987860679626,0.0,0.0
8,backward,0.07274182513356209,2.999044954776764e-05,0.3291072454303503,0.32913723587989807,0.0001020524650812149,0.0,0.0
8,optimizer,0.0012568216770887375,2.9003247618675232e-05,0.0012448616325855255,0.0012738648802042007,2.372264862060547e-05,0.0008078720420598984,0.0004882961511611938
9,forward,0.01401190273463726,5.225837230682373e-05,0.18065659701824188,0.1807088553905487,0.00011623278260231018,0.0,0.0
9,backward,0.07291651517152786,3.0081719160079956e-05,0.329242829233408,0.32927291095256805,9.897351264953613e-05,0.0,0.0
9,optimizer,0.0013399440795183182,3.1480565667152405e-05,0.0011944305151700974,0.0012259110808372498,2.3970380425453186e-05,0.000519726425409317,0.0005006380379199982
