timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-04-06T21:10:38,resnet152_energy_bs64,cd308e8f-10ac-4e12-b704-8dc25ab43437,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,296.1252084393054,0.0001912803419267,6.45944136045875e-07,360.0,0.0,10.0,0.0295016024973243,0.0182599190523689,0.0008194015915039,0.0485809231411971,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N,1.0,0.0
2026-04-07T22:42:40,resnet152_energy_bs64,9ba8e2cf-9dad-4d12-b090-178bcff69625,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,293.0786210000515,0.00018954065794839014,6.467229076676898e-07,360.0,274.73369350650904,10.0,0.02919834798835221,0.018129760614904455,0.0008109737675274832,0.048139082370784084,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N,1.0,0.0
