step,phase,cuda_sec,sync_start_sec,sync_stop_sec,sync_total_sec,nvml_mem_sec,nvml_util_sec,psutil_sec
0,forward,0.17857965640723705,8.986145257949829e-05,7.255189120769501e-05,0.0001624133437871933,0.00014293193817138672,0.0,0.0
0,backward,0.11317054368555546,1.0369345545768738e-05,0.011048898100852966,0.011059267446398735,9.051896631717682e-05,0.0,0.0
0,optimizer,0.01055791974067688,1.2969598174095154e-05,0.0011540092527866364,0.0011669788509607315,3.6852434277534485e-05,0.000786932185292244,0.0005745720118284225
1,forward,0.011857094243168831,3.4321099519729614e-05,0.024210689589381218,0.024245010688900948,7.614493370056152e-05,0.0,0.0
1,backward,0.012138495221734047,1.6963109374046326e-05,0.06881259009242058,0.06882955320179462,9.419023990631104e-05,0.0,0.0
1,optimizer,0.001301892101764679,2.4711713194847107e-05,0.0012503527104854584,0.0012750644236803055,2.7339905500411987e-05,0.00047948025166988373,0.00047829560935497284
2,forward,0.012077594175934792,3.184005618095398e-05,0.02378256618976593,0.023814406245946884,8.733198046684265e-05,0.0,0.0
2,backward,0.012443922460079193,1.4839693903923035e-05,0.06853156350553036,0.06854640319943428,9.144097566604614e-05,0.0,0.0
2,optimizer,0.0012219790369272232,2.682022750377655e-05,0.0012582819908857346,0.001285102218389511,2.5598332285881042e-05,0.0004927385598421097,0.00047372840344905853
3,forward,0.013256706297397614,3.919936716556549e-05,0.02309565432369709,0.023134853690862656,8.76113772392273e-05,0.0,0.0
3,backward,0.012391628697514534,1.7428770661354065e-05,0.06888377107679844,0.0689011998474598,8.931197226047516e-05,0.0,0.0
3,optimizer,0.0013211239129304886,2.715177834033966e-05,0.001259591430425644,0.0012867432087659836,2.451986074447632e-05,0.0007978230714797974,0.0004637986421585083
4,forward,0.012204647064208984,3.4051015973091125e-05,0.02373824268579483,0.02377229370176792,8.360110223293304e-05,0.0,0.0
4,backward,0.012242216616868973,1.6300007700920105e-05,0.06864385679364204,0.06866015680134296,8.999183773994446e-05,0.0,0.0
4,optimizer,0.0013113226741552353,2.5641173124313354e-05,0.0012633316218852997,0.001288972795009613,2.6289373636245728e-05,0.0004978906363248825,0.0004769396036863327
5,forward,0.012189989909529686,3.266148269176483e-05,0.02365829050540924,0.023690951988101006,8.59331339597702e-05,0.0,0.0
5,backward,0.012252436950802803,1.5418976545333862e-05,0.06883377954363823,0.06884919852018356,8.704513311386108e-05,0.0,0.0
5,optimizer,0.0013150032609701157,3.607943654060364e-05,0.0012620612978935242,0.0012981407344341278,2.6419758796691895e-05,0.0008734166622161865,0.0004674680531024933
6,forward,0.012257630005478859,3.184191882610321e-05,0.023596620187163353,0.023628462105989456,8.237175643444061e-05,0.0,0.0
6,backward,0.01221218891441822,1.629069447517395e-05,0.06908486410975456,0.06910115480422974,8.82316380739212e-05,0.0,0.0
6,optimizer,0.0015532150864601135,4.644319415092468e-05,0.001216171309351921,0.0012626145035028458,2.7898699045181274e-05,0.0004940573126077652,0.000470869243144989
7,forward,0.012405870482325554,3.297068178653717e-05,0.023625072091817856,0.023658042773604393,8.370913565158844e-05,0.0,0.0
7,backward,0.01259913295507431,1.6080215573310852e-05,0.06866040825843811,0.06867648847401142,9.040161967277527e-05,0.0,0.0
7,optimizer,0.0013034716248512268,2.6460736989974976e-05,0.0012541823089122772,0.0012806430459022522,2.4178996682167053e-05,0.0007102116942405701,0.0004820190370082855
8,forward,0.012565447017550468,3.220885992050171e-05,0.02331666648387909,0.02334887534379959,8.5391104221344e-05,0.0,0.0
8,backward,0.01765134558081627,1.8279999494552612e-05,0.06316297128796577,0.06318125128746033,9.277090430259705e-05,0.0,0.0
8,optimizer,0.0013223625719547272,2.888217568397522e-05,0.001259051263332367,0.0012879334390163422,2.9299408197402954e-05,0.0006905626505613327,0.0004703085869550705
9,forward,0.014282111078500748,3.06200236082077e-05,0.023873666301369667,0.023904286324977875,8.135102689266205e-05,0.0,0.0
9,backward,0.021383564919233322,1.7389655113220215e-05,0.059861596673727036,0.059878986328840256,0.00010482221841812134,0.0,0.0
9,optimizer,0.0015798360109329224,3.39411199092865e-05,0.0012245606631040573,0.0012585017830133438,2.4883076548576355e-05,0.0008875150233507156,0.0005345698446035385
10,forward,0.013078531250357628,3.22926789522171e-05,0.022901099175214767,0.022933391854166985,8.393265306949615e-05,0.0,0.0
10,backward,0.01687030680477619,1.6808509826660156e-05,0.06403859704732895,0.06405540555715561,8.394196629524231e-05,0.0,0.0
10,optimizer,0.0014583636075258255,2.676062285900116e-05,0.0012591518461704254,0.0012859124690294266,2.559274435043335e-05,0.0004932805895805359,0.0004684682935476303
11,forward,0.012305140495300293,3.406032919883728e-05,0.023590249940752983,0.02362431026995182,9.49222594499588e-05,0.0,0.0
11,backward,0.012941950932145119,1.6480684280395508e-05,0.06831762008368969,0.06833410076797009,8.561275899410248e-05,0.0,0.0
11,optimizer,0.001306053251028061,2.8092414140701294e-05,0.0012564416974782944,0.0012845341116189957,4.767999053001404e-05,0.0004996098577976227,0.00047268718481063843
12,forward,0.012230347841978073,3.402121365070343e-05,0.023655492812395096,0.0236895140260458,9.023211896419525e-05,0.0,0.0
12,backward,0.01225951686501503,1.710839569568634e-05,0.06890244223177433,0.06891955062747002,9.107217192649841e-05,0.0,0.0
12,optimizer,0.001318102702498436,2.7138739824295044e-05,0.0012575406581163406,0.0012846793979406357,2.6011839509010315e-05,0.0008896943181753159,0.0004713870584964752
13,forward,0.012304151430726051,6.000883877277374e-05,0.023646920919418335,0.02370692975819111,0.00011809170246124268,0.0,0.0
13,backward,0.012244569137692451,1.9628554582595825e-05,0.06879848055541515,0.06881810910999775,8.423067629337311e-05,0.0,0.0
13,optimizer,0.0013511627912521362,2.7570873498916626e-05,0.001252681016921997,0.0012802518904209137,2.8518959879875183e-05,0.0005154591053724289,0.00048134662210941315
14,forward,0.012272579595446587,3.165192902088165e-05,0.023597661405801773,0.023629313334822655,8.803978562355042e-05,0.0,0.0
14,backward,0.012216787785291672,1.589953899383545e-05,0.06916706450283527,0.06918296404182911,8.893199265003204e-05,0.0,0.0
14,optimizer,0.0012992676347494125,2.935156226158142e-05,0.0012584049254655838,0.0012877564877271652,2.6728957891464233e-05,0.0008674338459968567,0.00047011859714984894
15,forward,0.012520764023065567,3.15103679895401e-05,0.02341407537460327,0.02344558574259281,8.602440357208252e-05,0.0,0.0
15,backward,0.01222321204841137,1.8730759620666504e-05,0.06869373470544815,0.06871246546506882,8.995272219181061e-05,0.0,0.0
15,optimizer,0.0013115312904119492,2.6581808924674988e-05,0.0012609213590621948,0.0012875031679868698,2.3579224944114685e-05,0.0004910286515951157,0.00046766921877861023
16,forward,0.01215018518269062,3.221258521080017e-05,0.023706523701548576,0.023738736286759377,8.492171764373779e-05,0.0,0.0
16,backward,0.012251140549778938,1.5858560800552368e-05,0.06894310005009174,0.0689589586108923,9.552016854286194e-05,0.0,0.0
16,optimizer,0.0013007912784814835,2.720952033996582e-05,0.001253712922334671,0.0012809224426746368,2.4553388357162476e-05,0.0008693858981132507,0.00047540850937366486
17,forward,0.01437997817993164,5.888007581233978e-05,0.022166114300489426,0.022224994376301765,9.937956929206848e-05,0.0,0.0
17,backward,0.01241392083466053,1.628883183002472e-05,0.06864571757614613,0.06866200640797615,8.759088814258575e-05,0.0,0.0
17,optimizer,0.0013997871428728104,2.507120370864868e-05,0.0012103486806154251,0.0012354198843240738,2.674013376235962e-05,0.0005087815225124359,0.0005031377077102661
18,forward,0.0126448143273592,3.242120146751404e-05,0.023288387805223465,0.02332080900669098,8.185021579265594e-05,0.0,0.0
18,backward,0.01222250983119011,1.5379860997200012e-05,0.06899189203977585,0.06900727190077305,8.760020136833191e-05,0.0,0.0
18,optimizer,0.0013215802609920502,2.854876220226288e-05,0.001255422830581665,0.001283971592783928,2.3720785975456238e-05,0.001683298498392105,0.00047010742127895355
19,forward,0.012167828157544136,3.266148269176483e-05,0.023666052147746086,0.02369871363043785,8.866935968399048e-05,0.0,0.0
19,backward,0.017647759988904,1.70879065990448e-05,0.06331687606871128,0.06333396397531033,8.694268763065338e-05,0.0,0.0
19,optimizer,0.00131993368268013,3.495998680591583e-05,0.0012591294944286346,0.0012940894812345505,3.4261494874954224e-05,0.0004910212010145187,0.00046714022755622864
20,forward,0.012157030403614044,3.3309683203697205e-05,0.023714641109108925,0.023747950792312622,8.336082100868225e-05,0.0,0.0
20,backward,0.019346706569194794,1.5430152416229248e-05,0.06194661557674408,0.06196204572916031,9.016133844852448e-05,0.0,0.0
20,optimizer,0.0013417825102806091,2.6930123567581177e-05,0.0012568216770887375,0.0012837518006563187,2.3992732167243958e-05,0.0009311158210039139,0.00048101693391799927
21,forward,0.012058082967996597,3.287196159362793e-05,0.023872828111052513,0.02390570007264614,8.410029113292694e-05,0.0,0.0
21,backward,0.019129786640405655,3.311969339847565e-05,0.062051473185420036,0.06208459287881851,8.799135684967041e-05,0.0,0.0
21,optimizer,0.0013250336050987244,2.831965684890747e-05,0.0012509897351264954,0.0012793093919754028,2.544000744819641e-05,0.0004991702735424042,0.0004698876291513443
22,forward,0.012431250885128975,3.308989107608795e-05,0.0234372578561306,0.023470347747206688,8.433125913143158e-05,0.0,0.0
22,backward,0.012205690145492554,1.4649704098701477e-05,0.0692239347845316,0.0692385844886303,8.757039904594421e-05,0.0,0.0
22,optimizer,0.0013233628123998642,2.6142224669456482e-05,0.0012534819543361664,0.0012796241790056229,2.6950612664222717e-05,0.0008169244974851608,0.000479135662317276
23,forward,0.012119214981794357,3.278069198131561e-05,0.02379700541496277,0.023829786106944084,0.00016023404896259308,0.0,0.0
23,backward,0.012335570529103279,1.92299485206604e-05,0.06873814761638641,0.06875737756490707,0.00010003335773944855,0.0,0.0
23,optimizer,0.0012718234211206436,2.7408823370933533e-05,0.0012583211064338684,0.001285729929804802,2.581067383289337e-05,0.0004909690469503403,0.0004705674946308136
24,forward,0.012381255626678467,3.2670795917510986e-05,0.02351539209485054,0.02354806289076805,8.169189095497131e-05,0.0,0.0
24,backward,0.012188076972961426,1.6380101442337036e-05,0.06903482414782047,0.06905120424926281,8.898228406906128e-05,0.0,0.0
24,optimizer,0.0013182591646909714,2.7412548661231995e-05,0.001257672905921936,0.001285085454583168,2.3718923330307007e-05,0.0008062049746513367,0.0004685893654823303
25,forward,0.012296818196773529,3.3760443329811096e-05,0.023607581853866577,0.023641342297196388,8.377060294151306e-05,0.0,0.0
25,backward,0.012196294963359833,1.739896833896637e-05,0.06865474954247475,0.06867214851081371,8.908100426197052e-05,0.0,0.0
