step,wall_timestamp,phase,duration_sec,gpu_mem_mb
0,1775445938.6499527,forward,0.2986462041735649,23065.25
0,1775445939.1077306,backward,0.4575633704662323,24989.25
0,1775445939.1196818,optimizer,0.011784764006733894,24989.25
1,1775445939.691115,forward,0.1931430697441101,24989.25
1,1775445940.0910213,backward,0.39970051869750023,24989.25
1,1775445940.0937455,optimizer,0.0025472715497016907,24989.25
2,1775445940.5932622,forward,0.19309337623417377,24989.25
2,1775445940.9935503,backward,0.40009657479822636,24989.25
2,1775445940.996473,optimizer,0.0026821624487638474,24989.25
3,1775445941.4760268,forward,0.1930479072034359,24989.25
3,1775445941.8758035,backward,0.39960525557398796,24989.25
3,1775445941.8791733,optimizer,0.0031109508126974106,24989.25
4,1775445942.365079,forward,0.193019425496459,24989.25
4,1775445942.7653635,backward,0.4000938218086958,24989.25
4,1775445942.7691646,optimizer,0.003631141036748886,24989.25
5,1775445943.2654943,forward,0.19294825196266174,24989.25
5,1775445943.6654863,backward,0.3998026680201292,24989.25
5,1775445943.6682155,optimizer,0.0025596916675567627,24989.25
6,1775445944.1627607,forward,0.1930426973849535,24989.25
6,1775445944.562764,backward,0.3997566495090723,24989.25
6,1775445944.5655704,optimizer,0.0026442520320415497,24989.25
7,1775445945.0537238,forward,0.19321082904934883,24989.25
7,1775445945.4536626,backward,0.39973974972963333,24989.25
7,1775445945.4564598,optimizer,0.0026241913437843323,24989.25
8,1775445945.9457603,forward,0.1931657288223505,24989.25
8,1775445946.3460581,backward,0.4000373315066099,24989.25
8,1775445946.348865,optimizer,0.0026420410722494125,24989.25
9,1775445946.8177948,forward,0.19310134649276733,24989.25
9,1775445947.2175176,backward,0.3995569534599781,24989.25
9,1775445947.2207046,optimizer,0.0029870904982089996,24989.25
10,1775445947.6917858,forward,0.19306842610239983,24989.25
10,1775445948.0916605,backward,0.39967585541307926,24989.25
10,1775445948.094585,optimizer,0.0027393046766519547,24989.25
11,1775445948.6011817,forward,0.19315069541335106,24989.25
11,1775445949.0012474,backward,0.3999045994132757,24989.25
11,1775445949.0039632,optimizer,0.0025529302656650543,24989.25
12,1775445949.4691474,forward,0.19326272048056126,24989.25
12,1775445949.8695395,backward,0.40019767731428146,24989.25
12,1775445949.8722498,optimizer,0.002551211044192314,24989.25
13,1775445950.368157,forward,0.19302047602832317,24989.25
13,1775445950.7680228,backward,0.3996646758168936,24989.25
13,1775445950.770817,optimizer,0.002624182030558586,24989.25
14,1775445951.2392983,forward,0.1931789070367813,24989.25
14,1775445951.6398716,backward,0.40033036656677723,24989.25
14,1775445951.6426446,optimizer,0.00260247103869915,24989.25
15,1775445952.116682,forward,0.19308090768754482,24989.25
15,1775445952.51666,backward,0.3998084869235754,24989.25
15,1775445952.519972,optimizer,0.0030686520040035248,24989.25
16,1775445953.011175,forward,0.19310551695525646,24989.25
16,1775445953.4111629,backward,0.3998242896050215,24989.25
16,1775445953.413876,optimizer,0.002549290657043457,24989.25
17,1775445953.8975356,forward,0.19301058910787106,24989.25
17,1775445954.2978046,backward,0.40007572062313557,24989.25
17,1775445954.3005273,optimizer,0.0025638118386268616,24989.25
18,1775445954.7693455,forward,0.193026814609766,24989.25
18,1775445955.1694038,backward,0.39989697001874447,24989.25
18,1775445955.1721194,optimizer,0.0025454536080360413,24989.25
19,1775445955.6623888,forward,0.19321143813431263,24989.25
19,1775445956.062654,backward,0.4000988323241472,24989.25
19,1775445956.06531,optimizer,0.0024933498352766037,24989.25
20,1775445956.5539114,forward,0.1931151393800974,24989.25
20,1775445956.953843,backward,0.3997661080211401,24989.25
20,1775445956.9566438,optimizer,0.0025649238377809525,24989.25
21,1775445957.4449432,forward,0.19307897612452507,24989.25
21,1775445957.8453038,backward,0.4001910537481308,24989.25
21,1775445957.8479655,optimizer,0.0024994071573019028,24989.25
22,1775445958.33951,forward,0.19297288730740547,24989.25
22,1775445958.7394664,backward,0.39975606836378574,24989.25
22,1775445958.7421846,optimizer,0.002555619925260544,24989.25
23,1775445959.2331517,forward,0.19306196458637714,24989.25
23,1775445959.6327956,backward,0.39947687089443207,24989.25
23,1775445959.6356792,optimizer,0.00263897143304348,24989.25
24,1775445960.1017613,forward,0.19304900616407394,24989.25
24,1775445960.5018187,backward,0.3998910319060087,24989.25
24,1775445960.504462,optimizer,0.002482399344444275,24989.25
25,1775445960.991468,forward,0.1929601226001978,24989.25
25,1775445961.3913987,backward,0.39976209588348866,24989.25
25,1775445961.3947358,optimizer,0.0030826032161712646,24989.25
26,1775445961.865405,forward,0.19309857673943043,24989.25
26,1775445962.2653596,backward,0.3997866678982973,24989.25
26,1775445962.2679968,optimizer,0.0024739783257246017,24989.25
27,1775445962.7394123,forward,0.19302612729370594,24989.25
27,1775445963.1392958,backward,0.3997176457196474,24989.25
27,1775445963.1424756,optimizer,0.0029886700212955475,24989.25
28,1775445963.6115077,forward,0.19314101710915565,24989.25
28,1775445964.0116286,backward,0.39995523914694786,24989.25
28,1775445964.0142763,optimizer,0.0024865716695785522,24989.25
29,1775445964.4837768,forward,0.19312714971601963,24989.25
29,1775445964.883966,backward,0.40002100355923176,24989.25
29,1775445964.8868246,optimizer,0.0026749130338430405,24989.25
30,1775445965.395984,forward,0.19303549639880657,24989.25
30,1775445965.795913,backward,0.3997575957328081,24989.25
30,1775445965.7986088,optimizer,0.0024285726249217987,24989.25
31,1775445966.2735326,forward,0.19308795779943466,24989.25
31,1775445966.6733346,backward,0.39963790588080883,24989.25
31,1775445966.6762273,optimizer,0.0026026200503110886,24989.25
32,1775445967.1469858,forward,0.193163288757205,24989.25
32,1775445967.547037,backward,0.39988382905721664,24989.25
32,1775445967.5497243,optimizer,0.0025247614830732346,24989.25
33,1775445968.04219,forward,0.19312469847500324,24989.25
33,1775445968.442283,backward,0.39992764219641685,24989.25
33,1775445968.4451478,optimizer,0.0026497039943933487,24989.25
34,1775445968.9276185,forward,0.1930401362478733,24989.25
34,1775445969.3275719,backward,0.39979145862162113,24989.25
34,1775445969.3302195,optimizer,0.0024851709604263306,24989.25
35,1775445969.8190932,forward,0.19307484664022923,24989.25
35,1775445970.2189987,backward,0.3997399378567934,24989.25
35,1775445970.2217352,optimizer,0.0025511831045150757,24989.25
36,1775445970.6932762,forward,0.19304858520627022,24989.25
36,1775445971.0932732,backward,0.3998334389179945,24989.25
36,1775445971.0959964,optimizer,0.0025628022849559784,24989.25
37,1775445971.5918999,forward,0.1929865051060915,24989.25
37,1775445971.9915805,backward,0.39951941557228565,24989.25
37,1775445971.9942303,optimizer,0.0024901796132326126,24989.25
38,1775445972.458686,forward,0.19313821755349636,24989.25
38,1775445972.8587906,backward,0.39993834123015404,24989.25
38,1775445972.8621747,optimizer,0.0031350720673799515,24989.25
39,1775445973.331632,forward,0.1932047512382269,24989.25
