step,phase,cuda_sec,sync_start_sec,sync_stop_sec,sync_total_sec,nvml_mem_sec,nvml_util_sec,psutil_sec
0,forward,0.20458456315100193,0.00013995356857776642,4.727020859718323e-05,0.00018722377717494965,0.00013695470988750458,0.0,0.0
0,backward,0.23028127290308475,9.970739483833313e-06,0.0009143762290477753,0.0009243469685316086,0.00011270307004451752,0.0,0.0
0,optimizer,0.011017736047506332,9.749084711074829e-06,0.0011500101536512375,0.0011597592383623123,4.772096872329712e-05,0.0007926244288682938,0.0005783066153526306
1,forward,0.0115729458630085,3.6189332604408264e-05,0.07254430279135704,0.07258049212396145,9.78223979473114e-05,0.0,0.0
1,backward,0.013707663863897324,5.5499374866485596e-05,0.16753748431801796,0.16759298369288445,9.870342910289764e-05,0.0,0.0
1,optimizer,0.0012948531657457352,2.8580427169799805e-05,0.0012429114431142807,0.0012714918702840805,2.6458874344825745e-05,0.0005203075706958771,0.0004916172474622726
2,forward,0.01199311576783657,3.7319958209991455e-05,0.07204119302332401,0.072078512981534,9.663030505180359e-05,0.0,0.0
2,backward,0.013062160462141037,2.7589499950408936e-05,0.1675445456057787,0.1675721351057291,0.0001059211790561676,0.0,0.0
2,optimizer,0.001516047865152359,6.349198520183563e-05,0.0011992491781711578,0.0012627411633729935,2.625212073326111e-05,0.0008617155253887177,0.0004890579730272293
3,forward,0.011983232572674751,3.655068576335907e-05,0.07213986478745937,0.07217641547322273,9.687244892120361e-05,0.0,0.0
3,backward,0.013248024508357048,2.5831162929534912e-05,0.1676420271396637,0.16766785830259323,9.946152567863464e-05,0.0,0.0
3,optimizer,0.001296190544962883,3.248080611228943e-05,0.0012430530041456223,0.0012755338102579117,2.584792673587799e-05,0.0005192607641220093,0.00047990866005420685
4,forward,0.012815916910767555,3.8839876651763916e-05,0.07137392275035381,0.07141276262700558,0.0001246519386768341,0.0,0.0
4,backward,0.013054322451353073,2.5819987058639526e-05,0.1676758173853159,0.16770163737237453,9.961053729057312e-05,0.0,0.0
4,optimizer,0.0014092735946178436,2.9282644391059875e-05,0.00124296173453331,0.0012722443789243698,2.7978792786598206e-05,0.000529831275343895,0.0005237087607383728
5,forward,0.01198645494878292,3.6520883440971375e-05,0.07206508331000805,0.07210160419344902,9.69916582107544e-05,0.0,0.0
5,backward,0.017758332192897797,2.609938383102417e-05,0.1629441473633051,0.16297024674713612,0.00012058205902576447,0.0,0.0
5,optimizer,0.0014134421944618225,7.266178727149963e-05,0.0012305602431297302,0.0013032220304012299,2.4082139134407043e-05,0.0005209092050790787,0.0005036871880292892
6,forward,0.012084247544407845,3.59509140253067e-05,0.07204304449260235,0.07207899540662766,9.389035403728485e-05,0.0,0.0
6,backward,0.018122045323252678,2.61794775724411e-05,0.1627191435545683,0.16274532303214073,9.737163782119751e-05,0.0,0.0
6,optimizer,0.0013180114328861237,2.8310343623161316e-05,0.001250164583325386,0.0012784749269485474,2.6809051632881165e-05,0.0005168579518795013,0.0004721786826848984
7,forward,0.01189851202070713,3.525242209434509e-05,0.07224002480506897,0.07227527722716331,0.00011399202048778534,0.0,0.0
7,backward,0.020791323855519295,6.29425048828125e-05,0.16035658307373524,0.16041952557861805,9.966455399990082e-05,0.0,0.0
7,optimizer,0.0014995243400335312,2.7630478143692017e-05,0.0011665597558021545,0.0011941902339458466,2.417340874671936e-05,0.0005128681659698486,0.0005134791135787964
8,forward,0.012379387393593788,3.466010093688965e-05,0.07180174067616463,0.07183640077710152,9.873323142528534e-05,0.0,0.0
8,backward,0.02775467000901699,2.81408429145813e-05,0.15306943096220493,0.15309757180511951,9.668432176113129e-05,0.0,0.0
8,optimizer,0.002764187753200531,2.9139220714569092e-05,0.0012363102287054062,0.0012654494494199753,2.8429552912712097e-05,0.0008760727941989899,0.00046830810606479645
9,forward,0.01187833957374096,3.651157021522522e-05,0.07226413860917091,0.07230065017938614,9.721145033836365e-05,0.0,0.0
9,backward,0.01333569549024105,5.344860255718231e-05,0.1677058283239603,0.1677592769265175,9.890459477901459e-05,0.0,0.0
9,optimizer,0.0013260524719953537,2.682022750377655e-05,0.001248471438884735,0.0012752916663885117,2.4532899260520935e-05,0.000517508015036583,0.0004839971661567688
10,forward,0.012170499190688133,3.561191260814667e-05,0.07188872061669827,0.07192433252930641,9.582005441188812e-05,0.0,0.0
10,backward,0.022792616859078407,2.6242807507514954e-05,0.15788276121020317,0.15790900401771069,9.985268115997314e-05,0.0,0.0
10,optimizer,0.0013094693422317505,2.8051435947418213e-05,0.0012494716793298721,0.0012775231152772903,2.3799017071723938e-05,0.0004669278860092163,0.00047777965664863586
11,forward,0.012206615880131721,4.569999873638153e-05,0.07220202870666981,0.07224772870540619,9.758025407791138e-05,0.0,0.0
11,backward,0.02895449288189411,2.568773925304413e-05,0.1521592829376459,0.15218497067689896,9.705312550067902e-05,0.0,0.0
11,optimizer,0.0013154912739992142,3.0191615223884583e-05,0.0012436117976903915,0.0012738034129142761,2.354942262172699e-05,0.0005187578499317169,0.00048231519758701324
12,forward,0.011885769665241241,3.462284803390503e-05,0.07221092842519283,0.07224555127322674,9.637139737606049e-05,0.0,0.0
12,backward,0.018003953620791435,2.823956310749054e-05,0.16274606436491013,0.16277430392801762,9.93926078081131e-05,0.0,0.0
12,optimizer,0.001314869150519371,2.792850136756897e-05,0.001246882602572441,0.00127481110394001,2.4050474166870117e-05,0.0005167275667190552,0.00047640129923820496
